invoice_id,invoice_no,vendor_name,invoice_date,amount,expense_type
INV001880,FP202500001880,XX供应商4659,2025-10-28,430.52,office_supplies
INV001881,FP202500001881,XX供应商5562,2025-01-19,2611.66,training_fee
INV001882,FP202500001882,XX供应商1429,2025-07-31,495.8,business_entertainment
INV001883,FP202500001883,XX供应商2529,2025-08-23,286.02,office_supplies
INV001884,FP202500001884,XX供应商8093,2025-12-03,838.4,travel_lodging
INV001885,FP202500001885,XX供应商4793,2025-11-11,1436.61,training_fee
INV001886,FP202500001886,XX供应商1324,2025-06-15,3041.48,training_fee
INV001887,FP202500001887,XX供应商1409,2025-12-15,614.68,travel_lodging
INV001888,FP202500001888,XX供应商4679,2025-02-11,698.73,travel_lodging
INV001889,FP202500001889,XX供应商5759,2025-03-12,76.25,local_transport
INV001890,FP202500001890,XX供应商8355,2025-04-02,351.06,travel_lodging
INV001891,FP202500001891,XX供应商2532,2025-10-27,2339.36,training_fee
INV001892,FP202500001892,XX供应商5462,2025-03-22,672.83,travel_lodging
INV001893,FP202500001893,XX供应商1435,2025-03-22,350.49,local_transport
INV001894,FP202500001894,XX供应商5768,2025-12-08,2156.08,training_fee
INV001895,FP202500001895,XX供应商2401,2025-06-16,1851.77,training_fee
INV001896,FP202500001896,XX供应商2726,2025-11-05,86.48,local_transport
INV001897,FP202500001897,XX供应商8279,2025-07-27,137.94,local_transport
INV001898,FP202500001898,XX供应商3797,2025-05-09,164.37,office_supplies
INV001899,FP202500001899,XX供应商9978,2025-08-19,2017.61,training_fee
INV001900,FP202500001900,XX供应商9770,2025-10-14,516.17,business_entertainment
INV001901,FP202500001901,XX供应商6860,2025-10-27,70.54,local_transport
INV001902,FP202500001902,XX供应商5254,2025-02-24,423.93,office_supplies
INV001903,FP202500001903,XX供应商4709,2025-11-04,49.01,local_transport
INV001904,FP202500001904,XX供应商3987,2025-01-10,75.71,local_transport
INV001905,FP202500001905,XX供应商8597,2025-09-13,1326.4,training_fee
INV001906,FP202500001906,XX供应商1038,2025-10-15,93.0,local_transport
INV001907,FP202500001907,XX供应商9302,2025-06-13,88.28,local_transport
INV001908,FP202500001908,XX供应商2780,2025-09-01,1906.62,training_fee
INV001909,FP202500001909,XX供应商2626,2025-11-28,3193.47,training_fee
INV001910,FP202500001910,XX供应商2883,2025-08-13,64.88,local_transport
INV001911,FP202500001911,XX供应商4609,2025-03-19,1216.27,business_entertainment
INV001912,FP202500001912,XX供应商9639,2025-02-25,172.24,office_supplies
INV001913,FP202500001913,XX供应商6862,2025-05-17,879.2,business_entertainment
INV001914,FP202500001914,XX供应商1227,2025-12-08,523.23,travel_lodging
INV001915,FP202500001915,XX供应商2877,2025-06-18,221.68,office_supplies
INV001916,FP202500001916,XX供应商5915,2025-11-02,679.9,business_entertainment
INV001917,FP202500001917,XX供应商1479,2025-08-19,3121.32,training_fee
INV001918,FP202500001918,XX供应商5337,2025-04-25,142.65,local_transport
INV001919,FP202500001919,XX供应商1858,2025-05-25,283.85,office_supplies
INV001920,FP202500001920,XX供应商7235,2025-01-03,154.08,communication
INV001921,FP202500001921,XX供应商9883,2025-05-04,403.76,business_entertainment
INV001922,FP202500001922,XX供应商1403,2025-06-06,308.69,local_transport
INV001923,FP202500001923,XX供应商4063,2025-01-08,823.98,travel_lodging
INV001924,FP202500001924,XX供应商1249,2025-05-19,654.39,business_entertainment
INV001925,FP202500001925,XX供应商6526,2025-01-06,407.57,business_entertainment
INV001926,FP202500001926,XX供应商9895,2025-04-16,461.89,business_entertainment
INV001927,FP202500001927,XX供应商2276,2025-05-16,209.8,communication
INV001928,FP202500001928,XX供应商6000,2025-05-21,180.16,office_supplies
INV001929,FP202500001929,XX供应商9640,2025-05-24,2468.73,training_fee
INV001930,FP202500001930,XX供应商2714,2025-07-03,2402.56,training_fee
INV001931,FP202500001931,XX供应商8127,2025-07-18,147.31,local_transport
INV001932,FP202500001932,XX供应商3484,2025-07-18,1776.16,training_fee
INV001933,FP202500001933,XX供应商5405,2025-11-10,93.6,local_transport
INV001934,FP202500001934,XX供应商2545,2025-12-11,472.4,office_supplies
INV001935,FP202500001935,XX供应商1205,2025-01-06,245.66,communication
INV001936,FP202500001936,XX供应商4105,2025-02-09,262.23,local_transport
INV001937,FP202500001937,XX供应商7045,2025-01-14,3179.65,training_fee
INV001938,FP202500001938,XX供应商8487,2025-08-22,66.93,local_transport
INV001939,FP202500001939,XX供应商8282,2025-05-31,168.66,communication
INV001940,FP202500001940,XX供应商2710,2025-06-11,58.4,local_transport
INV001941,FP202500001941,XX供应商3716,2025-03-06,720.91,business_entertainment
INV001942,FP202500001942,XX供应商1482,2025-01-02,153.11,local_transport
INV001943,FP202500001943,XX供应商8347,2025-12-07,706.34,travel_lodging
INV001944,FP202500001944,XX供应商8794,2025-03-10,942.26,business_entertainment
INV001945,FP202500001945,XX供应商6450,2025-04-30,355.29,office_supplies
INV001946,FP202500001946,XX供应商2464,2025-01-05,1680.15,training_fee
INV001947,FP202500001947,XX供应商5820,2025-08-18,1521.65,training_fee
INV001948,FP202500001948,XX供应商8663,2025-01-07,266.47,travel_lodging
INV001949,FP202500001949,XX供应商1668,2025-11-10,100.49,local_transport
INV001950,FP202500001950,XX供应商2755,2025-03-05,373.01,office_supplies
INV001951,FP202500001951,XX供应商8175,2025-11-18,76.77,local_transport
INV001952,FP202500001952,XX供应商5054,2025-09-22,2171.49,training_fee
INV001953,FP202500001953,XX供应商9610,2025-09-03,664.23,travel_lodging
INV001954,FP202500001954,XX供应商9296,2025-01-24,264.9,communication
INV001955,FP202500001955,XX供应商4976,2025-08-02,320.59,office_supplies
INV001956,FP202500001956,XX供应商8372,2025-06-30,1346.24,training_fee
INV001957,FP202500001957,XX供应商6866,2025-09-27,148.5,local_transport
INV001958,FP202500001958,XX供应商7058,2025-10-04,433.22,business_entertainment
INV001959,FP202500001959,XX供应商5392,2025-11-22,706.97,business_entertainment
INV001960,FP202500001960,XX供应商2543,2025-12-18,156.07,communication
INV001961,FP202500001961,XX供应商8976,2025-02-09,59.73,local_transport
INV001962,FP202500001962,XX供应商8903,2025-08-07,1473.74,business_entertainment
INV001963,FP202500001963,XX供应商3808,2025-12-29,155.56,communication
INV001964,FP202500001964,XX供应商4063,2025-07-29,321.62,travel_lodging
INV001965,FP202500001965,XX供应商2918,2025-10-01,562.42,business_entertainment
INV001966,FP202500001966,XX供应商7259,2025-08-06,1749.26,training_fee
INV001967,FP202500001967,XX供应商3953,2025-09-24,649.7,business_entertainment
INV001968,FP202500001968,XX供应商5552,2025-05-09,72.67,local_transport
INV001969,FP202500001969,XX供应商9443,2025-07-03,347.75,office_supplies
INV001970,FP202500001970,XX供应商4026,2025-03-08,510.26,travel_lodging
INV001971,FP202500001971,XX供应商2493,2025-12-24,238.7,office_supplies
INV001972,FP202500001972,XX供应商6643,2025-06-27,276.95,office_supplies
INV001973,FP202500001973,XX供应商5539,2025-07-13,165.44,local_transport
INV001974,FP202500001974,XX供应商9259,2025-11-05,286.06,business_entertainment
INV001975,FP202500001975,XX供应商3679,2025-07-15,178.94,office_supplies
INV001976,FP202500001976,XX供应商8564,2025-09-29,731.95,business_entertainment
INV001977,FP202500001977,XX供应商6860,2025-01-30,971.93,travel_lodging
INV001978,FP202500001978,XX供应商7176,2025-05-24,324.71,office_supplies
INV001979,FP202500001979,XX供应商4153,2025-03-01,1883.7,training_fee
INV001980,FP202500001980,XX供应商9513,2025-06-08,283.36,business_entertainment
INV001981,FP202500001981,XX供应商2390,2025-11-14,124.49,office_supplies
INV001982,FP202500001982,XX供应商7890,2025-09-14,389.96,travel_lodging
INV001983,FP202500001983,XX供应商2487,2025-01-24,175.72,office_supplies
INV001984,FP202500001984,XX供应商1617,2025-03-13,67.4,local_transport
INV001985,FP202500001985,XX供应商6036,2025-04-09,375.7,office_supplies
INV001986,FP202500001986,XX供应商5296,2025-01-18,3089.11,training_fee
INV001987,FP202500001987,XX供应商2196,2025-07-03,372.79,business_entertainment
INV001988,FP202500001988,XX供应商2825,2025-05-07,166.92,communication
INV001989,FP202500001989,XX供应商1413,2025-03-19,698.93,business_entertainment
INV001990,FP202500001990,XX供应商5941,2025-01-01,3002.54,training_fee
INV001991,FP202500001991,XX供应商9981,2025-02-16,1405.88,training_fee
INV001992,FP202500001992,XX供应商8689,2025-10-13,943.44,travel_lodging
INV001993,FP202500001993,XX供应商7998,2025-05-29,237.52,travel_lodging
INV001994,FP202500001994,XX供应商1979,2025-01-29,2747.25,training_fee
INV001995,FP202500001995,XX供应商8307,2025-04-22,278.64,office_supplies
INV001996,FP202500001996,XX供应商5334,2025-03-11,2722.92,training_fee
INV001997,FP202500001997,XX供应商2663,2025-03-11,190.4,local_transport
INV001998,FP202500001998,XX供应商7714,2025-12-25,41.2,local_transport
INV001999,FP202500001999,XX供应商7559,2025-03-20,192.93,office_supplies
INV002000,FP202500002000,XX供应商7679,2025-08-18,190.94,communication
INV002001,FP202500002001,XX供应商7737,2025-12-24,194.81,communication
INV002002,FP202500002002,XX供应商2064,2025-11-20,899.56,travel_lodging
INV002003,FP202500002003,XX供应商8457,2025-01-30,853.24,travel_lodging
INV002004,FP202500002004,XX供应商9209,2025-12-15,708.24,travel_lodging
INV002005,FP202500002005,XX供应商3273,2025-03-08,417.67,office_supplies
INV002006,FP202500002006,XX供应商9410,2025-02-25,106.63,communication
INV002007,FP202500002007,XX供应商8350,2025-05-07,1600.47,training_fee
INV002008,FP202500002008,XX供应商1164,2025-08-24,217.01,communication
INV002009,FP202500002009,XX供应商8454,2025-08-21,746.04,travel_lodging
INV002010,FP202500002010,XX供应商5989,2025-07-28,390.79,travel_lodging
INV002011,FP202500002011,XX供应商1219,2025-11-29,1547.15,training_fee
INV002012,FP202500002012,XX供应商1073,2025-03-13,1610.93,travel_lodging
INV002013,FP202500002013,XX供应商7494,2025-01-09,164.03,office_supplies
INV002014,FP202500002014,XX供应商3604,2025-03-03,271.98,office_supplies
INV002015,FP202500002015,XX供应商7347,2025-03-09,152.16,communication
INV002016,FP202500002016,XX供应商8991,2025-06-02,1418.35,travel_lodging
INV002017,FP202500002017,XX供应商1600,2025-08-01,344.25,local_transport
INV002018,FP202500002018,XX供应商8827,2025-09-13,165.94,travel_lodging
INV002019,FP202500002019,XX供应商3477,2025-05-04,475.8,travel_lodging
INV002020,FP202500002020,XX供应商5142,2025-11-09,61.4,local_transport
INV002021,FP202500002021,XX供应商7953,2025-12-30,227.29,travel_lodging
INV002022,FP202500002022,XX供应商9591,2025-12-10,1277.12,travel_lodging
INV002023,FP202500002023,XX供应商1525,2025-03-15,97.17,local_transport
INV002024,FP202500002024,XX供应商7005,2025-11-27,177.4,office_supplies
INV002025,FP202500002025,XX供应商9750,2025-03-13,192.08,communication
INV002026,FP202500002026,XX供应商7813,2025-06-06,663.2,business_entertainment
INV002027,FP202500002027,XX供应商8873,2025-01-06,300.97,travel_lodging
INV002028,FP202500002028,XX供应商4341,2025-12-14,172.78,local_transport
INV002029,FP202500002029,XX供应商3261,2025-06-09,318.72,travel_lodging
INV002030,FP202500002030,XX供应商1897,2025-05-19,352.72,local_transport
INV002031,FP202500002031,XX供应商7979,2025-12-13,840.35,business_entertainment
INV002032,FP202500002032,XX供应商5834,2025-01-21,96.07,local_transport
INV002033,FP202500002033,XX供应商9584,2025-07-18,475.23,business_entertainment
INV002034,FP202500002034,XX供应商5274,2025-12-19,125.14,communication
INV002035,FP202500002035,XX供应商1533,2025-09-26,654.55,travel_lodging
INV002036,FP202500002036,XX供应商1748,2025-04-04,251.52,travel_lodging
INV002037,FP202500002037,XX供应商9986,2025-11-06,710.62,business_entertainment
INV002038,FP202500002038,XX供应商1432,2025-05-16,408.61,travel_lodging
INV002039,FP202500002039,XX供应商1432,2025-05-21,1072.12,travel_lodging
INV002040,FP202500002040,XX供应商7533,2025-02-27,3056.88,training_fee
INV002041,FP202500002041,XX供应商9857,2025-04-29,72.1,local_transport
INV002042,FP202500002042,XX供应商9282,2025-09-11,862.38,business_entertainment
INV002043,FP202500002043,XX供应商4506,2025-10-27,1047.98,travel_lodging
INV002044,FP202500002044,XX供应商4122,2025-11-19,159.74,communication
INV002045,FP202500002045,XX供应商7252,2025-04-21,396.54,office_supplies
INV002046,FP202500002046,XX供应商6886,2025-12-30,493.61,business_entertainment
INV002047,FP202500002047,XX供应商2357,2025-08-14,980.94,business_entertainment
INV002048,FP202500002048,XX供应商3935,2025-12-18,725.82,travel_lodging
INV002049,FP202500002049,XX供应商8920,2025-08-17,75.41,local_transport
INV002050,FP202500002050,XX供应商5391,2025-04-01,214.95,communication
INV002051,FP202500002051,XX供应商2133,2025-05-13,184.57,office_supplies
INV002052,FP202500002052,XX供应商2480,2025-09-15,361.77,business_entertainment
INV002053,FP202500002053,XX供应商1616,2025-04-16,849.46,business_entertainment
INV002054,FP202500002054,XX供应商4047,2025-11-11,522.7,business_entertainment
INV002055,FP202500002055,XX供应商2017,2025-03-01,312.21,office_supplies
INV002056,FP202500002056,XX供应商9984,2025-08-07,2699.76,training_fee
INV002057,FP202500002057,XX供应商2064,2025-01-07,219.41,communication
INV002058,FP202500002058,XX供应商8761,2025-10-26,529.17,business_entertainment
INV002059,FP202500002059,XX供应商9818,2025-03-28,2989.05,training_fee
INV002060,FP202500002060,XX供应商6088,2025-02-11,647.24,business_entertainment
INV002061,FP202500002061,XX供应商6768,2025-02-19,2262.86,training_fee
INV002062,FP202500002062,XX供应商5862,2025-01-29,219.51,local_transport
INV002063,FP202500002063,XX供应商8927,2025-09-02,736.11,business_entertainment
INV002064,FP202500002064,XX供应商1771,2025-10-15,2690.63,training_fee
INV002065,FP202500002065,XX供应商8944,2025-11-21,1169.23,travel_lodging
INV002066,FP202500002066,XX供应商8358,2025-07-03,191.31,local_transport
INV002067,FP202500002067,XX供应商8766,2025-09-13,256.83,communication
INV002068,FP202500002068,XX供应商2947,2025-09-05,162.69,local_transport
INV002069,FP202500002069,XX供应商4576,2025-10-27,74.67,local_transport
INV002070,FP202500002070,XX供应商5124,2025-02-14,2495.37,training_fee
INV002071,FP202500002071,XX供应商6429,2025-06-13,1553.72,training_fee
INV002072,FP202500002072,XX供应商4319,2025-10-03,1039.18,travel_lodging
INV002073,FP202500002073,XX供应商2111,2025-12-29,114.8,local_transport
INV002074,FP202500002074,XX供应商3893,2025-07-06,2889.91,training_fee
INV002075,FP202500002075,XX供应商9497,2025-04-20,466.26,travel_lodging
INV002076,FP202500002076,XX供应商7769,2025-12-28,1075.85,travel_lodging
INV002077,FP202500002077,XX供应商1123,2025-11-30,556.21,business_entertainment
INV002078,FP202500002078,XX供应商4391,2025-08-21,76.0,local_transport
INV002079,FP202500002079,XX供应商8723,2025-01-24,1375.03,training_fee
INV002080,FP202500002080,XX供应商9960,2025-01-16,813.09,business_entertainment
INV002081,FP202500002081,XX供应商4816,2025-05-02,357.06,business_entertainment
INV002082,FP202500002082,XX供应商6103,2025-12-27,233.44,office_supplies
INV002083,FP202500002083,XX供应商1331,2025-12-13,302.84,office_supplies
INV002084,FP202500002084,XX供应商8168,2025-05-18,941.39,business_entertainment
INV002085,FP202500002085,XX供应商3152,2025-12-16,1072.95,travel_lodging
INV002086,FP202500002086,XX供应商6542,2025-03-05,793.06,business_entertainment
INV002087,FP202500002087,XX供应商4720,2025-11-14,42.2,local_transport
INV002088,FP202500002088,XX供应商1398,2025-05-23,609.02,travel_lodging
INV002089,FP202500002089,XX供应商5197,2025-11-20,165.15,communication
INV002090,FP202500002090,XX供应商6983,2025-01-27,487.72,business_entertainment
INV002091,FP202500002091,XX供应商9067,2025-12-06,534.59,business_entertainment
INV002092,FP202500002092,XX供应商1609,2025-12-24,284.32,travel_lodging
INV002093,FP202500002093,XX供应商3513,2025-02-07,350.84,office_supplies
INV002094,FP202500002094,XX供应商2960,2025-08-07,72.8,local_transport
INV002095,FP202500002095,XX供应商8743,2025-06-21,560.5,travel_lodging
INV002096,FP202500002096,XX供应商6618,2025-02-06,103.25,local_transport
INV002097,FP202500002097,XX供应商2542,2025-01-15,2660.19,training_fee
INV002098,FP202500002098,XX供应商3294,2025-09-21,778.48,business_entertainment
INV002099,FP202500002099,XX供应商2685,2025-04-20,227.27,communication
INV002100,FP202500002100,XX供应商1243,2025-07-29,627.69,travel_lodging
INV002101,FP202500002101,XX供应商6647,2025-11-20,166.0,travel_lodging
INV002102,FP202500002102,XX供应商4250,2025-10-13,284.21,business_entertainment
INV002103,FP202500002103,XX供应商2616,2025-04-09,486.0,travel_lodging
INV002104,FP202500002104,XX供应商7315,2025-12-14,396.34,office_supplies
INV002105,FP202500002105,XX供应商2295,2025-06-09,953.7,travel_lodging
INV002106,FP202500002106,XX供应商1925,2025-09-16,182.02,communication
INV002107,FP202500002107,XX供应商2303,2025-09-06,184.01,communication
INV002108,FP202500002108,XX供应商5982,2025-12-13,104.55,local_transport
INV002109,FP202500002109,XX供应商5984,2025-12-18,662.9,travel_lodging
INV002110,FP202500002110,XX供应商7761,2025-02-13,109.83,local_transport
INV002111,FP202500002111,XX供应商2445,2025-09-06,258.98,travel_lodging
INV002112,FP202500002112,XX供应商7096,2025-02-16,455.75,office_supplies
INV002113,FP202500002113,XX供应商6133,2025-08-17,332.29,travel_lodging
INV002114,FP202500002114,XX供应商9607,2025-12-15,310.8,travel_lodging
INV002115,FP202500002115,XX供应商6872,2025-11-20,444.78,office_supplies
INV002116,FP202500002116,XX供应商9923,2025-06-06,110.33,local_transport
INV002117,FP202500002117,XX供应商2467,2025-10-01,215.61,communication
INV002118,FP202500002118,XX供应商5960,2025-03-22,141.63,office_supplies
INV002119,FP202500002119,XX供应商9402,2025-04-05,356.84,travel_lodging
INV002120,FP202500002120,XX供应商7068,2025-01-26,60.91,local_transport
INV002121,FP202500002121,XX供应商1872,2025-03-16,55.64,local_transport
INV002122,FP202500002122,XX供应商2369,2025-01-29,1175.77,travel_lodging
INV002123,FP202500002123,XX供应商5474,2025-02-19,1047.94,business_entertainment
INV002124,FP202500002124,XX供应商3509,2025-04-23,218.65,office_supplies
INV002125,FP202500002125,XX供应商8865,2025-07-03,50.65,local_transport
INV002126,FP202500002126,XX供应商8577,2025-09-06,152.62,communication
INV002127,FP202500002127,XX供应商5090,2025-03-17,283.94,communication
INV002128,FP202500002128,XX供应商1052,2025-12-08,397.6,office_supplies
INV002129,FP202500002129,XX供应商5661,2025-11-01,216.62,office_supplies
INV002130,FP202500002130,XX供应商5867,2025-04-27,245.27,communication
INV002131,FP202500002131,XX供应商5269,2025-08-22,336.11,travel_lodging
INV002132,FP202500002132,XX供应商9629,2025-10-02,69.98,local_transport
INV002133,FP202500002133,XX供应商6208,2025-10-22,373.54,travel_lodging
INV002134,FP202500002134,XX供应商8841,2025-08-14,2444.11,training_fee
INV002135,FP202500002135,XX供应商2345,2025-04-08,88.55,local_transport
INV002136,FP202500002136,XX供应商9906,2025-02-19,161.68,communication
INV002137,FP202500002137,XX供应商2495,2025-07-13,714.86,business_entertainment
INV002138,FP202500002138,XX供应商9754,2025-01-04,232.26,office_supplies
INV002139,FP202500002139,XX供应商6908,2025-10-31,194.2,travel_lodging
INV002140,FP202500002140,XX供应商3710,2025-09-07,306.34,travel_lodging
INV002141,FP202500002141,XX供应商6154,2025-10-07,1184.92,business_entertainment
INV002142,FP202500002142,XX供应商1270,2025-06-08,453.39,office_supplies
INV002143,FP202500002143,XX供应商7058,2025-03-11,701.47,travel_lodging
INV002144,FP202500002144,XX供应商3810,2025-04-22,1900.78,training_fee
INV002145,FP202500002145,XX供应商3320,2025-05-02,1420.77,training_fee
INV002146,FP202500002146,XX供应商9148,2025-01-19,130.69,office_supplies
INV002147,FP202500002147,XX供应商4958,2025-06-20,235.04,communication
INV002148,FP202500002148,XX供应商6421,2025-06-06,47.0,local_transport
INV002149,FP202500002149,XX供应商2651,2025-10-17,777.21,business_entertainment
INV002150,FP202500002150,XX供应商7236,2025-06-28,330.49,travel_lodging
INV002151,FP202500002151,XX供应商3080,2025-09-30,80.18,local_transport
INV002152,FP202500002152,XX供应商8813,2025-11-20,2315.15,training_fee
INV002153,FP202500002153,XX供应商5892,2025-02-27,169.45,office_supplies
INV002154,FP202500002154,XX供应商5199,2025-03-31,682.07,business_entertainment
INV002155,FP202500002155,XX供应商5070,2025-05-06,253.26,office_supplies
INV002156,FP202500002156,XX供应商8591,2025-12-25,466.13,local_transport
INV002157,FP202500002157,XX供应商8209,2025-01-31,177.47,office_supplies
INV002158,FP202500002158,XX供应商8610,2025-09-19,187.63,office_supplies
INV002159,FP202500002159,XX供应商4891,2025-12-22,309.72,office_supplies
INV002160,FP202500002160,XX供应商7407,2025-04-10,2480.3,training_fee
INV002161,FP202500002161,XX供应商2444,2025-01-22,289.27,office_supplies
INV002162,FP202500002162,XX供应商6781,2025-09-09,1637.64,travel_lodging
INV002163,FP202500002163,XX供应商7834,2025-12-07,1584.07,training_fee
INV002164,FP202500002164,XX供应商1569,2025-04-07,475.44,business_entertainment
INV002165,FP202500002165,XX供应商2118,2025-01-14,219.55,travel_lodging
INV002166,FP202500002166,XX供应商5482,2025-08-20,1288.61,business_entertainment
INV002167,FP202500002167,XX供应商4347,2025-02-19,217.83,travel_lodging
INV002168,FP202500002168,XX供应商2259,2025-12-29,341.39,business_entertainment
INV002169,FP202500002169,XX供应商3104,2025-07-12,359.32,local_transport
INV002170,FP202500002170,XX供应商1773,2025-08-23,97.54,local_transport
INV002171,FP202500002171,XX供应商5168,2025-10-25,233.71,local_transport
INV002172,FP202500002172,XX供应商7169,2025-08-03,1649.31,travel_lodging
INV002173,FP202500002173,XX供应商8725,2025-12-01,833.18,business_entertainment
INV002174,FP202500002174,XX供应商3031,2025-08-04,368.0,travel_lodging
INV002175,FP202500002175,XX供应商7641,2025-03-29,2828.97,training_fee
INV002176,FP202500002176,XX供应商7868,2025-11-02,366.98,office_supplies
INV002177,FP202500002177,XX供应商6381,2025-07-13,558.7,business_entertainment
INV002178,FP202500002178,XX供应商4834,2025-09-16,415.43,office_supplies
INV002179,FP202500002179,XX供应商1581,2025-06-06,485.7,office_supplies
INV002180,FP202500002180,XX供应商5517,2025-09-01,750.33,travel_lodging
INV002181,FP202500002181,XX供应商7797,2025-05-27,278.45,office_supplies
INV002182,FP202500002182,XX供应商9692,2025-07-31,42.72,local_transport
INV002183,FP202500002183,XX供应商7981,2025-02-27,249.99,communication
INV002184,FP202500002184,XX供应商9747,2025-09-17,152.15,local_transport
INV002185,FP202500002185,XX供应商1852,2025-05-25,1305.08,business_entertainment
INV002186,FP202500002186,XX供应商4649,2025-03-19,439.39,office_supplies
INV002187,FP202500002187,XX供应商8484,2025-02-12,114.0,communication
INV002188,FP202500002188,XX供应商4856,2025-08-21,1240.99,training_fee
INV002189,FP202500002189,XX供应商5331,2025-06-23,500.96,business_entertainment
INV002190,FP202500002190,XX供应商2005,2025-11-22,2933.6,training_fee
INV002191,FP202500002191,XX供应商5361,2025-06-24,283.65,communication
INV002192,FP202500002192,XX供应商2892,2025-04-03,219.06,communication
INV002193,FP202500002193,XX供应商9483,2025-04-09,361.37,travel_lodging
INV002194,FP202500002194,XX供应商4876,2025-09-14,1216.31,travel_lodging
INV002195,FP202500002195,XX供应商2228,2025-11-26,236.55,communication
INV002196,FP202500002196,XX供应商2372,2025-09-12,226.82,communication
INV002197,FP202500002197,XX供应商5872,2025-07-13,195.02,communication
INV002198,FP202500002198,XX供应商7785,2025-03-26,234.22,office_supplies
INV002199,FP202500002199,XX供应商4576,2025-08-18,1263.98,travel_lodging
INV002200,FP202500002200,XX供应商8092,2025-07-15,113.12,local_transport
INV002201,FP202500002201,XX供应商1725,2025-06-25,221.8,travel_lodging
INV002202,FP202500002202,XX供应商5810,2025-03-26,410.09,office_supplies
INV002203,FP202500002203,XX供应商5854,2025-05-01,73.9,local_transport
INV002204,FP202500002204,XX供应商3112,2025-08-06,107.5,local_transport
INV002205,FP202500002205,XX供应商4393,2025-05-05,768.04,travel_lodging
INV002206,FP202500002206,XX供应商3530,2025-09-11,218.29,local_transport
INV002207,FP202500002207,XX供应商3152,2025-11-23,110.77,local_transport
INV002208,FP202500002208,XX供应商9902,2025-01-18,746.46,travel_lodging
INV002209,FP202500002209,XX供应商7016,2025-04-04,306.81,local_transport
INV002210,FP202500002210,XX供应商9010,2025-01-25,223.14,travel_lodging
INV002211,FP202500002211,XX供应商5127,2025-03-15,270.5,local_transport
INV002212,FP202500002212,XX供应商7970,2025-12-21,309.56,travel_lodging
INV002213,FP202500002213,XX供应商1050,2025-10-23,495.69,business_entertainment
INV002214,FP202500002214,XX供应商2032,2025-09-19,63.47,local_transport
INV002215,FP202500002215,XX供应商4631,2025-06-03,284.68,communication
INV002216,FP202500002216,XX供应商2440,2025-06-05,328.07,travel_lodging
INV002217,FP202500002217,XX供应商3471,2025-03-29,326.62,travel_lodging
INV002218,FP202500002218,XX供应商4259,2025-09-01,196.48,communication
INV002219,FP202500002219,XX供应商6341,2025-12-03,544.77,business_entertainment
INV002220,FP202500002220,XX供应商1901,2025-12-05,119.14,communication
INV002221,FP202500002221,XX供应商1278,2025-12-25,408.63,travel_lodging
INV002222,FP202500002222,XX供应商7682,2025-06-15,69.65,local_transport
INV002223,FP202500002223,XX供应商5790,2025-06-10,259.25,travel_lodging
INV002224,FP202500002224,XX供应商6557,2025-04-27,1579.79,training_fee
INV002225,FP202500002225,XX供应商7065,2025-11-15,71.04,local_transport
INV002226,FP202500002226,XX供应商8296,2025-10-17,822.4,travel_lodging
INV002227,FP202500002227,XX供应商5420,2025-05-23,266.49,travel_lodging
INV002228,FP202500002228,XX供应商3207,2025-07-27,104.17,local_transport
INV002229,FP202500002229,XX供应商8402,2025-03-06,218.55,communication
INV002230,FP202500002230,XX供应商8501,2025-04-04,2024.08,training_fee
INV002231,FP202500002231,XX供应商2349,2025-09-02,114.2,local_transport
INV002232,FP202500002232,XX供应商3875,2025-09-20,160.55,communication
INV002233,FP202500002233,XX供应商4952,2025-10-20,181.42,local_transport
INV002234,FP202500002234,XX供应商5733,2025-09-22,1135.96,travel_lodging
INV002235,FP202500002235,XX供应商4017,2025-04-02,3044.3,training_fee
INV002236,FP202500002236,XX供应商3179,2025-11-16,470.25,office_supplies
INV002237,FP202500002237,XX供应商2458,2025-12-04,131.55,local_transport
INV002238,FP202500002238,XX供应商7809,2025-08-31,114.58,communication
INV002239,FP202500002239,XX供应商8505,2025-02-04,3102.61,training_fee
INV002240,FP202500002240,XX供应商5424,2025-11-23,2378.59,training_fee
INV002241,FP202500002241,XX供应商4747,2025-09-19,196.12,communication
INV002242,FP202500002242,XX供应商9884,2025-04-14,221.84,communication
INV002243,FP202500002243,XX供应商6587,2025-06-14,173.05,local_transport
INV002244,FP202500002244,XX供应商4858,2025-09-29,277.98,local_transport
INV002245,FP202500002245,XX供应商3546,2025-07-27,113.09,local_transport
INV002246,FP202500002246,XX供应商2812,2025-08-22,1788.73,business_entertainment
INV002247,FP202500002247,XX供应商3555,2025-10-25,232.01,communication
INV002248,FP202500002248,XX供应商9792,2025-10-12,78.65,local_transport
INV002249,FP202500002249,XX供应商4249,2025-04-29,292.51,office_supplies
INV002250,FP202500002250,XX供应商9234,2025-01-01,191.3,local_transport
INV002251,FP202500002251,XX供应商8212,2025-11-01,54.83,local_transport
INV002252,FP202500002252,XX供应商6226,2025-12-18,124.64,office_supplies
INV002253,FP202500002253,XX供应商7339,2025-03-18,728.14,business_entertainment
INV002254,FP202500002254,XX供应商6292,2025-12-16,788.54,travel_lodging
INV002255,FP202500002255,XX供应商4161,2025-09-01,1902.72,training_fee
INV002256,FP202500002256,XX供应商9016,2025-04-12,185.18,office_supplies
INV002257,FP202500002257,XX供应商6900,2025-11-17,181.3,local_transport
