approval_id,record_id,tier_id,approver_employee_id,approver_role,approved_at,approval_status
A002060,R002060,AR-01,E0005,部门经理,2025-03-31,approved
A002061,R002061,AR-01,E0005,部门经理,2025-03-07,approved
A002062,R002062,AR-01,E0009,部门经理,2025-03-11,approved
A002063,R002063,AR-01,E0007,部门经理,2025-09-16,approved
A002064,R002064,AR-01,E0004,部门经理,2025-11-03,approved
A002065,R002065,AR-01,E0008,部门经理,2025-12-16,approved
A002066,R002066,AR-01,E0003,部门经理,2025-08-11,approved
A002067,R002067,AR-01,E0005,部门经理,2025-10-17,approved
A002068,R002068,AR-01,E0010,部门经理,2025-09-07,approved
A002069,R002069,AR-01,E0008,部门经理,2025-12-01,approved
A002070,R002070,AR-01,E0005,部门经理,2025-03-01,approved
A002071,R002071,AR-01,E0007,部门经理,2025-08-07,approved
A002072,R002072,AR-01,E0008,部门经理,2025-10-06,approved
A002073,R002073,AR-01,E0006,部门经理,2026-01-02,approved
A002074,R002074,AR-01,E0008,部门经理,2025-07-31,approved
A002075,R002075,AR-01,E0003,部门经理,2025-04-24,approved
A002076,R002076,AR-01,E0004,部门经理,2026-01-11,approved
A002077,R002077,AR-01,E0003,部门经理,2025-12-05,approved
A002078,R002078,AR-01,E0010,部门经理,2025-09-23,approved
A002079,R002079,AR-01,E0005,部门经理,2025-02-01,approved
A002080,R002080,AR-01,E0007,部门经理,2025-02-05,approved
A002081,R002081,AR-01,E0006,部门经理,2025-05-27,approved
A002082,R002082,AR-01,E0006,部门经理,2026-01-09,approved
A002083,R002083,AR-01,E0001,部门经理,2025-12-25,approved
A002084,R002084,AR-01,E0006,部门经理,2025-07-04,approved
A002085,R002085,AR-01,E0005,部门经理,2025-12-27,approved
A002086,R002086,AR-01,E0002,部门经理,2025-04-25,approved
A002087,R002087,AR-01,E0009,部门经理,2025-12-29,approved
A002088,R002088,AR-01,E0001,部门经理,2025-06-07,approved
A002089,R002089,AR-01,E0009,部门经理,2026-01-05,approved
A002090,R002090,AR-01,E0010,部门经理,2025-02-20,approved
A002091,R002091,AR-01,E0007,部门经理,2026-01-12,approved
A002092,R002092,AR-01,E0009,部门经理,2026-01-03,approved
A002093,R002093,AR-01,E0001,部门经理,2025-03-14,approved
A002094,R002094,AR-01,E0006,部门经理,2025-09-28,approved
A002095,R002095,AR-01,E0004,部门经理,2025-07-20,approved
A002096,R002096,AR-01,E0007,部门经理,2025-03-16,approved
A002097,R002097,AR-01,E0002,部门经理,2025-03-02,approved
A002098,R002098,AR-01,E0008,部门经理,2025-09-27,approved
A002099,R002099,AR-01,E0003,部门经理,2025-05-26,approved
A002100,R002100,AR-01,E0004,部门经理,2025-09-06,approved
A002101,R002101,AR-01,E0010,部门经理,2025-11-25,approved
A002102,R002102,AR-01,E0005,部门经理,2025-12-10,approved
A002103,R002103,AR-01,E0009,部门经理,2025-05-15,approved
A002104,R002104,AR-01,E0005,部门经理,2026-01-02,approved
A002105,R002105,AR-01,E0005,部门经理,2025-07-13,approved
A002106,R002106,AR-01,E0005,部门经理,2025-11-10,approved
A002107,R002107,AR-01,E0008,部门经理,2025-09-22,approved
A002108,R002108,AR-01,E0007,部门经理,2026-01-09,approved
A002109,R002109,AR-01,E0009,部门经理,2026-01-12,approved
A002110,R002110,AR-01,E0006,部门经理,2025-03-12,approved
A002111,R002111,AR-01,E0005,部门经理,2025-10-30,approved
A002112,R002112,AR-01,E0010,部门经理,2025-03-15,approved
A002113,R002113,AR-01,E0005,部门经理,2025-08-20,approved
A002114,R002114,AR-01,E0009,部门经理,2026-01-11,approved
A002115,R002115,AR-01,E0006,部门经理,2025-12-18,approved
A002116,R002116,AR-01,E0006,部门经理,2025-06-10,approved
A002117,R002117,AR-01,E0001,部门经理,2025-10-27,approved
A002118,R002118,AR-01,E0006,部门经理,2025-03-31,approved
A002119,R002119,AR-01,E0005,部门经理,2025-04-06,approved
A002120,R002120,AR-01,E0010,部门经理,2025-02-02,approved
A002121,R002121,AR-01,E0001,部门经理,2025-05-15,approved
A002122,R002122,AR-01,E0004,部门经理,2025-03-26,approved
A002123,R002123,AR-01,E0010,部门经理,2025-03-24,approved
A002124,R002124,AR-01,E0005,部门经理,2025-05-24,approved
A002125,R002125,AR-01,E0001,部门经理,2025-07-28,approved
A002126,R002126,AR-01,E0006,部门经理,2025-10-24,approved
A002127,R002127,AR-01,E0010,部门经理,2025-04-27,approved
A002128,R002128,AR-01,E0004,部门经理,2026-01-02,approved
A002129,R002129,AR-01,E0004,部门经理,2025-11-20,approved
A002130,R002130,AR-01,E0003,部门经理,2025-05-22,approved
A002131,R002131,AR-01,E0003,部门经理,2025-10-11,approved
A002132,R002132,AR-01,E0006,部门经理,2025-11-18,approved
A002133,R002133,AR-01,E0005,部门经理,2025-12-13,approved
A002134,R002134,AR-01,E0005,部门经理,2025-09-20,approved
A002135,R002135,AR-01,E0006,部门经理,2025-05-27,approved
A002136,R002136,AR-01,E0008,部门经理,2025-04-06,approved
A002137,R002137,AR-01,E0006,部门经理,2025-08-26,approved
A002138,R002138,AR-01,E0001,部门经理,2025-02-12,approved
A002139,R002139,AR-01,E0001,部门经理,2025-12-06,approved
A002140,R002140,AR-01,E0009,部门经理,2025-09-09,approved
A002141,R002141,AR-01,E0009,部门经理,2025-11-13,approved
A002142,R002142,AR-01,E0009,部门经理,2025-06-23,approved
A002143,R002143,AR-01,E0006,部门经理,2025-03-29,approved
A002144,R002144,AR-01,E0001,部门经理,2025-05-07,approved
A002145,R002145,AR-01,E0004,部门经理,2025-06-04,approved
A002146,R002146,AR-01,E0003,部门经理,2025-01-25,approved
A002147,R002147,AR-01,E0006,部门经理,2025-07-08,approved
A002148,R002148,AR-01,E0004,部门经理,2025-06-12,approved
A002149,R002149,AR-01,E0006,部门经理,2025-10-24,approved
A002150,R002150,AR-01,E0001,部门经理,2025-07-11,approved
A002151,R002151,AR-01,E0002,部门经理,2025-10-12,approved
A002152,R002152,AR-01,E0005,部门经理,2025-12-12,approved
A002153,R002153,AR-01,E0008,部门经理,2025-04-08,approved
A002154,R002154,AR-01,E0009,部门经理,2025-04-06,approved
A002155,R002155,AR-01,E0006,部门经理,2025-05-24,approved
A002156,R002156,AR-01,E0006,部门经理,2026-01-02,approved
A002157,R002157,AR-01,E0001,部门经理,2025-02-16,approved
A002158,R002158,AR-01,E0004,部门经理,2025-10-30,approved
A002159,R002159,AR-01,E0004,部门经理,2026-01-03,approved
A002160,R002160,AR-01,E0004,部门经理,2025-05-04,approved
A002161,R002161,AR-01,E0003,部门经理,2025-03-18,approved
A002162,R002162,AR-01,E0001,部门经理,2025-09-28,approved
A002163,R002163,AR-01,E0006,部门经理,2025-12-16,approved
A002164,R002164,AR-01,E0001,部门经理,2025-04-17,approved
A002165,R002165,AR-01,E0007,部门经理,2025-01-17,approved
A002166,R002166,AR-01,E0001,部门经理,2025-09-08,approved
A002167,R002167,AR-01,E0010,部门经理,2025-03-14,approved
A002168,R002168,AR-01,E0004,部门经理,2025-12-30,approved
A002169,R002169,AR-01,E0004,部门经理,2025-07-16,approved
A002170,R002170,AR-01,E0006,部门经理,2025-09-22,approved
A002171,R002171,AR-01,E0006,部门经理,2025-11-29,approved
A002172,R002172,AR-01,E0006,部门经理,2025-09-24,approved
A002173,R002173,AR-01,E0001,部门经理,2025-12-05,approved
A002174,R002174,AR-01,E0005,部门经理,2025-10-01,approved
A002175,R002175,AR-01,E0003,部门经理,2025-04-02,approved
A002176,R002176,AR-01,E0001,部门经理,2025-12-16,approved
A002177,R002177,AR-01,E0005,部门经理,2025-08-08,approved
A002178,R002178,AR-01,E0004,部门经理,2025-10-20,approved
A002179,R002179,AR-01,E0001,部门经理,2025-07-25,approved
A002180,R002180,AR-01,E0006,部门经理,2025-10-30,approved
A002181,R002181,AR-01,E0006,部门经理,2025-06-07,approved
A002182,R002182,AR-01,E0002,部门经理,2025-08-18,approved
A002183,R002183,AR-01,E0002,部门经理,2025-04-14,approved
A002184,R002184,AR-01,E0010,部门经理,2025-10-29,approved
A002185,R002185,AR-01,E0009,部门经理,2025-07-19,approved
A002186,R002186,AR-01,E0005,部门经理,2025-04-07,approved
A002187,R002187,AR-01,E0008,部门经理,2025-02-19,approved
A002188,R002188,AR-01,E0010,部门经理,2025-10-20,approved
A002189,R002189,AR-01,E0006,部门经理,2025-07-05,approved
A002190,R002190,AR-01,E0007,部门经理,2025-12-05,approved
A002191,R002191,AR-01,E0009,部门经理,2025-07-02,approved
A002192,R002192,AR-01,E0009,部门经理,2025-05-04,approved
A002193,R002193,AR-01,E0006,部门经理,2025-05-31,approved
A002194,R002194,AR-01,E0001,部门经理,2025-10-24,approved
A002195,R002195,AR-01,E0007,部门经理,2026-01-14,approved
A002196,R002196,AR-01,E0003,部门经理,2025-09-16,approved
A002197,R002197,AR-01,E0006,部门经理,2025-07-17,approved
A002198,R002198,AR-01,E0006,部门经理,2025-04-29,approved
A002199,R002199,AR-01,E0008,部门经理,2025-08-29,approved
A002200,R002200,AR-01,E0008,部门经理,2025-08-14,approved
A002201,R002201,AR-01,E0006,部门经理,2025-07-24,approved
A002202,R002202,AR-01,E0001,部门经理,2025-05-24,approved
A002203,R002203,AR-01,E0004,部门经理,2025-05-30,approved
A002204,R002204,AR-01,E0006,部门经理,2025-08-21,approved
A002205,R002205,AR-01,E0007,部门经理,2025-06-06,approved
A002206,R002206,AR-01,E0001,部门经理,2025-10-03,approved
A002207,R002207,AR-01,E0007,部门经理,2025-12-16,approved
A002208,R002208,AR-01,E0003,部门经理,2025-01-23,approved
A002209,R002209,AR-01,E0009,部门经理,2025-05-17,approved
A002210,R002210,AR-01,E0010,部门经理,2025-03-12,approved
A002211,R002211,AR-01,E0010,部门经理,2025-04-24,approved
A002212,R002212,AR-01,E0003,部门经理,2026-01-11,approved
A002213,R002213,AR-01,E0008,部门经理,2025-10-30,approved
A002214,R002214,AR-01,E0009,部门经理,2025-09-21,approved
A002215,R002215,AR-01,E0001,部门经理,2025-07-11,approved
A002216,R002216,AR-01,E0001,部门经理,2025-06-20,approved
A002217,R002217,AR-01,E0009,部门经理,2025-04-29,approved
A002218,R002218,AR-01,E0005,部门经理,2025-09-24,approved
A002219,R002219,AR-01,E0004,部门经理,2025-12-08,approved
A002220,R002220,AR-01,E0006,部门经理,2025-12-19,approved
A002221,R002221,AR-01,E0003,部门经理,2026-01-13,approved
A002222,R002222,AR-01,E0005,部门经理,2025-08-08,approved
A002223,R002223,AR-01,E0006,部门经理,2025-08-08,approved
A002224,R002224,AR-01,E0005,部门经理,2025-06-04,approved
A002225,R002225,AR-01,E0008,部门经理,2025-11-25,approved
A002226,R002226,AR-01,E0005,部门经理,2025-12-04,approved
A002227,R002227,AR-01,E0006,部门经理,2025-07-22,approved
A002228,R002228,AR-01,E0005,部门经理,2025-08-30,approved
A002229,R002229,AR-01,E0005,部门经理,2025-04-17,approved
A002230,R002230,AR-01,E0005,部门经理,2025-04-26,approved
A002231,R002231,AR-01,E0008,部门经理,2025-09-07,approved
A002232,R002232,AR-01,E0007,部门经理,2025-09-25,approved
A002233,R002233,AR-01,E0004,部门经理,2025-11-23,approved
A002234,R002234,AR-01,E0003,部门经理,2025-11-15,approved
A002235,R002235,AR-02,E0010,部门经理,2025-05-08,approved
A002236,R002236,AR-01,E0005,部门经理,2025-12-13,approved
A002237,R002237,AR-01,E0005,部门经理,2026-01-13,approved
A002238,R002238,AR-01,E0006,部门经理,2025-10-12,approved
A002239,R002239,AR-02,E0003,部门经理,2025-03-13,approved
A002240,R002240,AR-01,E0001,部门经理,2025-12-15,approved
A002241,R002241,AR-01,E0006,部门经理,2025-10-22,approved
A002242,R002242,AR-01,E0002,部门经理,2025-04-17,approved
A002243,R002243,AR-01,E0004,部门经理,2025-06-17,approved
A002244,R002244,AR-01,E0006,部门经理,2025-11-26,approved
A002245,R002245,AR-01,E0006,部门经理,2025-08-13,approved
A002246,R002246,AR-01,E0001,部门经理,2025-09-27,approved
A002247,R002247,AR-01,E0009,部门经理,2025-12-10,approved
A002248,R002248,AR-01,E0001,部门经理,2025-10-30,approved
A002249,R002249,AR-01,E0006,部门经理,2025-05-30,approved
A002250,R002250,AR-01,E0006,部门经理,2025-01-09,approved
A002251,R002251,AR-01,E0008,部门经理,2025-11-15,approved
A002252,R002252,AR-01,E0005,部门经理,2026-01-12,approved
A002253,R002253,AR-01,E0001,部门经理,2025-03-25,approved
A002254,R002254,AR-01,E0008,部门经理,2026-01-13,approved
A002255,R002255,AR-01,E0008,部门经理,2025-10-05,approved
A002256,R002256,AR-01,E0005,部门经理,2025-06-01,approved
A002257,R002257,AR-01,E0006,部门经理,2026-01-15,approved
A002258,R002258,AR-01,E0004,部门经理,2025-04-28,approved
A002259,R002259,AR-01,E0001,部门经理,2025-06-10,approved
A002260,R002260,AR-01,E0008,部门经理,2025-07-22,approved
A002261,R002261,AR-01,E0002,部门经理,2025-05-14,approved
A002262,R002262,AR-01,E0005,部门经理,2025-05-30,approved
A002263,R002263,AR-01,E0001,部门经理,2025-08-31,approved
A002264,R002264,AR-01,E0003,部门经理,2025-09-05,approved
A002265,R002265,AR-01,E0005,部门经理,2026-01-14,approved
A002266,R002266,AR-01,E0010,部门经理,2025-07-19,approved
A002267,R002267,AR-01,E0006,部门经理,2025-04-26,approved
A002268,R002268,AR-01,E0006,部门经理,2025-05-20,approved
A002269,R002269,AR-01,E0009,部门经理,2025-03-17,approved
A002270,R002270,AR-01,E0001,部门经理,2025-08-11,approved
A002271,R002271,AR-01,E0010,部门经理,2025-03-14,approved
A002272,R002272,AR-01,E0005,部门经理,2025-12-28,approved
A002273,R002273,AR-01,E0009,部门经理,2025-06-13,approved
A002274,R002274,AR-01,E0007,部门经理,2025-01-14,approved
A002275,R002275,AR-01,E0010,部门经理,2025-11-02,approved
A002276,R002276,AR-01,E0005,部门经理,2025-11-23,approved
A002277,R002277,AR-01,E0001,部门经理,2026-01-01,approved
A002278,R002278,AR-01,E0005,部门经理,2025-09-12,approved
A002279,R002279,AR-01,E0010,部门经理,2025-10-10,approved
A002280,R002280,AR-01,E0001,部门经理,2026-01-09,approved
A002281,R002281,AR-01,E0003,部门经理,2025-05-19,approved
A002282,R002282,AR-01,E0006,部门经理,2025-03-31,approved
A002283,R002283,AR-01,E0004,部门经理,2025-09-29,approved
A002284,R002284,AR-01,E0003,部门经理,2025-09-18,approved
A002285,R002285,AR-01,E0004,部门经理,2025-06-26,approved
A002286,R002286,AR-01,E0008,部门经理,2025-07-19,approved
A002287,R002287,AR-01,E0003,部门经理,2025-09-16,approved
A002288,R002288,AR-01,E0007,部门经理,2025-06-19,approved
A002289,R002289,AR-01,E0005,部门经理,2025-04-26,approved
A002290,R002290,AR-01,E0006,部门经理,2025-04-16,approved
A002291,R002291,AR-01,E0004,部门经理,2025-12-16,approved
A002292,R002292,AR-01,E0009,部门经理,2025-05-04,approved
A002293,R002293,AR-01,E0005,部门经理,2025-12-31,approved
A002294,R002294,AR-01,E0009,部门经理,2025-12-07,approved
A002295,R002295,AR-01,E0004,部门经理,2025-09-09,approved
A002296,R002296,AR-01,E0006,部门经理,2025-06-09,approved
A002297,R002297,AR-01,E0006,部门经理,2025-03-14,approved
A002298,R002298,AR-01,E0008,部门经理,2025-05-11,approved
A002299,R002299,AR-01,E0002,部门经理,2025-08-08,approved
A002300,R002300,AR-01,E0008,部门经理,2025-04-27,approved
A002301,R002301,AR-01,E0002,部门经理,2025-02-04,approved
A002302,R002302,AR-01,E0010,部门经理,2025-12-27,approved
A002303,R002303,AR-01,E0005,部门经理,2025-11-15,approved
A002304,R002304,AR-01,E0003,部门经理,2026-01-08,approved
A002305,R002305,AR-01,E0007,部门经理,2026-01-03,approved
A002306,R002306,AR-01,E0004,部门经理,2025-11-19,approved
A002307,R002307,AR-01,E0006,部门经理,2025-06-09,approved
A002308,R002308,AR-01,E0006,部门经理,2025-08-10,approved
A002309,R002309,AR-01,E0005,部门经理,2025-12-07,approved
A002310,R002310,AR-01,E0008,部门经理,2025-03-09,approved
A002311,R002311,AR-01,E0001,部门经理,2025-02-20,approved
A002312,R002312,AR-01,E0009,部门经理,2025-05-02,approved
A002313,R002313,AR-01,E0003,部门经理,2025-12-19,approved
A002314,R002314,AR-01,E0006,部门经理,2025-09-04,approved
A002315,R002315,AR-01,E0005,部门经理,2025-04-10,approved
A002316,R002316,AR-01,E0006,部门经理,2025-09-21,approved
A002317,R002317,AR-01,E0009,部门经理,2025-07-05,approved
A002318,R002318,AR-01,E0001,部门经理,2025-05-27,approved
A002319,R002319,AR-01,E0001,部门经理,2025-05-16,approved
A002320,R002320,AR-01,E0008,部门经理,2025-10-24,approved
A002321,R002321,AR-01,E0006,部门经理,2026-01-10,approved
A002322,R002322,AR-01,E0006,部门经理,2025-10-22,approved
A002323,R002323,AR-01,E0006,部门经理,2025-05-15,approved
A002324,R002324,AR-01,E0006,部门经理,2025-02-26,approved
A002325,R002325,AR-01,E0006,部门经理,2025-12-17,approved
A002326,R002326,AR-01,E0005,部门经理,2025-07-09,approved
A002327,R002327,AR-01,E0009,部门经理,2025-04-13,approved
A002328,R002328,AR-01,E0005,部门经理,2025-12-31,approved
A002329,R002329,AR-01,E0008,部门经理,2025-04-19,approved
A002330,R002330,AR-01,E0004,部门经理,2026-01-14,approved
A002331,R002331,AR-01,E0004,部门经理,2025-03-21,approved
A002332,R002332,AR-01,E0006,部门经理,2025-02-23,approved
A002333,R002333,AR-01,E0006,部门经理,2025-04-11,approved
A002334,R002334,AR-01,E0006,部门经理,2025-11-02,approved
A002335,R002335,AR-01,E0006,部门经理,2025-08-02,approved
A002336,R002336,AR-01,E0006,部门经理,2025-04-22,approved
A002337,R002337,AR-01,E0007,部门经理,2025-07-12,approved
A002338,R002338,AR-01,E0006,部门经理,2025-09-26,approved
A002339,R002339,AR-01,E0007,部门经理,2025-09-08,approved
A002340,R002340,AR-01,E0009,部门经理,2025-12-04,approved
A002341,R002341,AR-01,E0006,部门经理,2025-08-12,approved
A002342,R002342,AR-01,E0002,部门经理,2025-04-04,approved
A002343,R002343,AR-01,E0004,部门经理,2025-04-19,approved
A002344,R002344,AR-01,E0006,部门经理,2025-06-17,approved
A002345,R002345,AR-01,E0001,部门经理,2025-03-19,approved
A002346,R002346,AR-01,E0006,部门经理,2025-07-04,approved
A002347,R002347,AR-01,E0009,部门经理,2025-07-15,approved
A002348,R002348,AR-01,E0002,部门经理,2025-09-23,approved
A002349,R002349,AR-01,E0006,部门经理,2025-06-04,approved
A002350,R002350,AR-01,E0005,部门经理,2025-09-09,approved
A002351,R002351,AR-01,E0001,部门经理,2025-08-24,approved
A002352,R002352,AR-01,E0004,部门经理,2025-02-17,approved
A002353,R002353,AR-01,E0008,部门经理,2025-07-28,approved
A002354,R002354,AR-01,E0005,部门经理,2025-07-24,approved
A002355,R002355,AR-01,E0004,部门经理,2025-11-28,approved
A002356,R002356,AR-01,E0005,部门经理,2025-11-22,approved
A002357,R002357,AR-01,E0001,部门经理,2025-01-31,approved
A002358,R002358,AR-01,E0001,部门经理,2025-10-10,approved
A002359,R002359,AR-01,E0005,部门经理,2025-01-28,approved
A002360,R002360,AR-01,E0005,部门经理,2025-02-20,approved
A002361,R002361,AR-01,E0009,部门经理,2025-12-30,approved
A002362,R002362,AR-01,E0003,部门经理,2025-10-17,approved
A002363,R002363,AR-01,E0006,部门经理,2026-01-15,approved
A002364,R002364,AR-01,E0009,部门经理,2025-05-18,approved
A002365,R002365,AR-01,E0006,部门经理,2025-04-06,approved
A002366,R002366,AR-01,E0005,部门经理,2025-04-16,approved
A002367,R002367,AR-01,E0007,部门经理,2025-09-30,approved
A002368,R002368,AR-01,E0005,部门经理,2025-06-13,approved
A002369,R002369,AR-02,E0005,部门经理,2025-08-10,approved
A002370,R002370,AR-01,E0006,部门经理,2025-06-20,approved
A002371,R002371,AR-01,E0002,部门经理,2025-12-30,approved
A002372,R002372,AR-01,E0006,部门经理,2025-08-07,approved
A002373,R002373,AR-01,E0002,部门经理,2025-02-04,approved
A002374,R002374,AR-01,E0007,部门经理,2025-06-13,approved
A002375,R002375,AR-01,E0001,部门经理,2025-12-03,approved
A002376,R002376,AR-01,E0005,部门经理,2026-01-15,approved
A002377,R002377,AR-01,E0007,部门经理,2025-04-08,approved
A002378,R002378,AR-01,E0003,部门经理,2025-01-18,approved
A002379,R002379,AR-01,E0003,部门经理,2026-01-06,approved
A002380,R002380,AR-01,E0001,部门经理,2025-03-11,approved
A002381,R002381,AR-01,E0004,部门经理,2025-10-12,approved
A002382,R002382,AR-01,E0006,部门经理,2025-10-03,approved
A002383,R002383,AR-01,E0004,部门经理,2025-10-13,approved
A002384,R002384,AR-01,E0010,部门经理,2025-07-19,approved
A002385,R002385,AR-01,E0007,部门经理,2025-05-15,approved
A002386,R002386,AR-01,E0003,部门经理,2025-07-13,approved
A002387,R002387,AR-01,E0008,部门经理,2025-12-16,approved
A002388,R002388,AR-01,E0009,部门经理,2025-04-14,approved
A002389,R002389,AR-01,E0006,部门经理,2025-09-30,approved
A002390,R002390,AR-01,E0009,部门经理,2026-01-12,approved
A002391,R002391,AR-01,E0005,部门经理,2025-08-13,approved
A002392,R002392,AR-01,E0006,部门经理,2025-09-20,approved
A002393,R002393,AR-01,E0001,部门经理,2025-09-20,approved
A002394,R002394,AR-01,E0002,部门经理,2025-05-26,approved
A002395,R002395,AR-01,E0006,部门经理,2025-11-16,approved
A002396,R002396,AR-01,E0002,部门经理,2025-09-29,approved
A002397,R002397,AR-01,E0007,部门经理,2026-01-03,approved
A002398,R002398,AR-01,E0008,部门经理,2025-03-03,approved
A002399,R002399,AR-01,E0005,部门经理,2025-05-03,approved
A002400,R002400,AR-01,E0006,部门经理,2025-12-10,approved
A002401,R002401,AR-01,E0008,部门经理,2025-11-08,approved
A002402,R002402,AR-01,E0004,部门经理,2025-05-22,approved
A002403,R002403,AR-01,E0007,部门经理,2025-04-12,approved
A002404,R002404,AR-01,E0005,部门经理,2025-11-08,approved
A002405,R002405,AR-01,E0006,部门经理,2025-11-03,approved
A002406,R002406,AR-01,E0007,部门经理,2025-12-19,approved
A002407,R002407,AR-01,E0005,部门经理,2025-09-21,approved
A002408,R002408,AR-01,E0002,部门经理,2025-09-20,approved
A002409,R002409,AR-01,E0001,部门经理,2026-01-09,approved
A002410,R002410,AR-01,E0005,部门经理,2026-01-03,approved
A002411,R002411,AR-01,E0005,部门经理,2025-04-07,approved
A002412,R002412,AR-01,E0005,部门经理,2025-09-03,approved
A002413,R002413,AR-01,E0010,部门经理,2025-09-11,approved
A002414,R002414,AR-01,E0004,部门经理,2025-05-15,approved
A002415,R002415,AR-01,E0009,部门经理,2025-11-08,approved
A002416,R002416,AR-01,E0001,部门经理,2025-07-26,approved
A002417,R002417,AR-01,E0007,部门经理,2026-01-08,approved
A002418,R002418,AR-01,E0006,部门经理,2025-07-25,approved
A002419,R002419,AR-01,E0010,部门经理,2025-10-03,approved
A002420,R002420,AR-01,E0008,部门经理,2025-06-01,approved
A002421,R002421,AR-01,E0009,部门经理,2025-12-09,approved
A002422,R002422,AR-01,E0008,部门经理,2025-04-05,approved
A002423,R002423,AR-01,E0005,部门经理,2025-12-23,approved
A002424,R002424,AR-01,E0009,部门经理,2025-10-15,approved
A002425,R002425,AR-01,E0002,部门经理,2025-07-13,approved
A002426,R002426,AR-01,E0006,部门经理,2025-02-12,approved
A002427,R002427,AR-01,E0008,部门经理,2026-01-11,approved
A002428,R002428,AR-01,E0007,部门经理,2025-10-31,approved
A002429,R002429,AR-01,E0006,部门经理,2025-08-15,approved
A002430,R002430,AR-01,E0006,部门经理,2026-01-03,approved
A002431,R002431,AR-01,E0001,部门经理,2025-10-02,approved
A002432,R002432,AR-01,E0009,部门经理,2025-09-10,approved
A002433,R002433,AR-01,E0006,部门经理,2025-11-22,approved
A002434,R002434,AR-01,E0006,部门经理,2025-11-06,approved
A002435,R002435,AR-01,E0001,部门经理,2025-09-08,approved
A002436,R002436,AR-01,E0007,部门经理,2025-12-01,approved
A002437,R002437,AR-01,E0005,部门经理,2025-12-25,approved
A002438,R002438,AR-01,E0008,部门经理,2026-01-11,approved
A002439,R002439,AR-01,E0007,部门经理,2025-11-10,approved
A002440,R002440,AR-01,E0003,部门经理,2025-10-13,approved
A002441,R002441,AR-01,E0008,部门经理,2026-01-10,approved
A002442,R002442,AR-01,E0005,部门经理,2025-04-21,approved
A002443,R002443,AR-01,E0006,部门经理,2025-05-16,approved
A002444,R002444,AR-01,E0001,部门经理,2025-10-03,approved
A002445,R002445,AR-01,E0005,部门经理,2025-12-26,approved
A002446,R002446,AR-01,E0005,部门经理,2025-11-07,approved
A002447,R002447,AR-01,E0005,部门经理,2025-10-30,approved
A002448,R002448,AR-01,E0007,部门经理,2025-06-11,approved
A002449,R002449,AR-01,E0007,部门经理,2026-01-15,approved
A002450,R002450,AR-01,E0004,部门经理,2025-12-26,approved
A002451,R002451,AR-01,E0006,部门经理,2025-09-28,approved
A002452,R002452,AR-01,E0006,部门经理,2025-07-18,approved
A002453,R002453,AR-01,E0001,部门经理,2025-02-11,approved
A002454,R002454,AR-01,E0005,部门经理,2025-11-09,approved
A002455,R002455,AR-01,E0006,部门经理,2025-12-26,approved
A002456,R002456,AR-01,E0005,部门经理,2025-09-23,approved
A002457,R002457,AR-01,E0004,部门经理,2025-02-27,approved
A002458,R002458,AR-01,E0004,部门经理,2025-12-27,approved
A002459,R002459,AR-01,E0001,部门经理,2026-01-05,approved
A002460,R002460,AR-01,E0006,部门经理,2025-12-10,approved
A002461,R002461,AR-01,E0009,部门经理,2025-08-25,approved
A002462,R002462,AR-01,E0007,部门经理,2025-04-09,approved
A002463,R002463,AR-01,E0003,部门经理,2025-02-08,approved
A002464,R002464,AR-01,E0003,部门经理,2026-01-13,approved
A002465,R002465,AR-01,E0009,部门经理,2025-02-06,approved
A002466,R002466,AR-01,E0004,部门经理,2025-10-21,approved
A002467,R002467,AR-01,E0004,部门经理,2026-01-07,approved
A002468,R002468,AR-01,E0004,部门经理,2025-11-28,approved
A002469,R002469,AR-01,E0005,部门经理,2025-03-01,approved
A002470,R002470,AR-01,E0005,部门经理,2025-02-07,approved
A002471,R002471,AR-01,E0008,部门经理,2025-12-07,approved
A002472,R002472,AR-01,E0008,部门经理,2026-01-11,approved
A002473,R002473,AR-01,E0002,部门经理,2025-04-09,approved
A002474,R002474,AR-02,E0001,部门经理,2025-04-01,approved
A002475,R002475,AR-01,E0005,部门经理,2025-10-29,approved
A002476,R002476,AR-01,E0004,部门经理,2025-03-20,approved
A002477,R002477,AR-01,E0006,部门经理,2025-02-18,approved
A002478,R002478,AR-01,E0006,部门经理,2025-12-27,approved
A002479,R002479,AR-01,E0005,部门经理,2025-04-12,approved
A002480,R002480,AR-01,E0001,部门经理,2025-12-31,approved
A002481,R002481,AR-01,E0007,部门经理,2025-12-29,approved
A002482,R002482,AR-01,E0006,部门经理,2025-03-02,approved
A002483,R002483,AR-01,E0004,部门经理,2025-02-11,approved
A002484,R002484,AR-01,E0009,部门经理,2025-05-10,approved
A002485,R002485,AR-01,E0006,部门经理,2025-07-13,approved
A002486,R002486,AR-01,E0005,部门经理,2026-01-02,approved
A002487,R002487,AR-01,E0007,部门经理,2025-04-12,approved
A002488,R002488,AR-01,E0003,部门经理,2025-04-15,approved
A002489,R002489,AR-02,E0006,部门经理,2025-07-14,approved
A002490,R002490,AR-01,E0001,部门经理,2025-10-06,approved
A002491,R002491,AR-01,E0007,部门经理,2025-05-28,approved
A002492,R002492,AR-01,E0006,部门经理,2025-06-11,approved
A002493,R002493,AR-01,E0006,部门经理,2025-09-30,approved
A002494,R002494,AR-01,E0008,部门经理,2025-07-18,approved
A002495,R002495,AR-01,E0002,部门经理,2025-09-08,approved
