record_id,record_no,employee_id,department_id,expense_date,reimburse_date,expense_type,amount,reason,invoice_id,status,city_tier,nights,days,participants,budget_year,special_approval
R001691,BX2025001691,E0041,D005,2025-05-12,2025-06-30,business_entertainment,557.79,分支机构客户交流招待费,INV001691,approved,,,,3,2025,0
R001692,BX2025001692,E0046,D001,2025-06-11,2025-06-16,local_transport,211.31,合肥监管沟通交通费,INV001692,approved,C,,4,,2025,0
R001693,BX2025001693,E0054,D001,2025-02-08,2025-02-11,business_entertainment,1198.27,云帆投后沟通招待费,INV001693,approved,,,,7,2025,0
R001694,BX2025001694,E0015,D004,2025-02-15,2025-04-02,travel_lodging,332.24,研究所跨部门协同赴杭州住宿费,INV001694,approved,B,1,,,2025,0
R001695,BX2025001695,E0053,D010,2025-12-28,2026-01-06,travel_lodging,354.82,云帆专项访谈住宿费,INV001695,approved,B,1,,,2025,0
R001696,BX2025001696,E0053,D010,2025-04-12,2025-05-03,travel_lodging,1218.4,启明现场审阅底稿住宿费,INV001696,approved,B,4,,,2025,0
R001697,BX2025001697,E0080,D009,2025-02-13,2025-02-15,travel_lodging,625.24,星河客户拜访行程住宿费,INV001697,approved,B,2,,,2025,0
R001698,BX2025001698,E0030,D007,2025-03-30,2025-05-22,office_supplies,488.82,日常办公耗材报销,INV001698,approved,,,,,2025,0
R001699,BX2025001699,E0069,D002,2025-10-16,2025-11-16,business_entertainment,508.82,固定收益部合作机构接待费,INV001699,approved,,,,3,2025,0
R001700,BX2025001700,E0054,D001,2025-11-11,2025-12-10,business_entertainment,1281.51,清源合作事项接待费,INV001700,approved,,,,5,2025,0
R001701,BX2025001701,E0024,D006,2025-06-29,2025-07-29,local_transport,98.28,客户访谈期间市内交通包干,INV001701,approved,A,,1,,2025,0
R001702,BX2025001702,E0051,D006,2025-05-03,2025-05-12,communication,152.64,清源远程会议通讯费,INV001702,approved,,,,,2025,0
R001703,BX2025001703,E0024,D006,2025-07-19,2025-09-03,local_transport,87.84,杭州清源项目市内交通费,INV001703,approved,B,,1,,2025,0
R001704,BX2025001704,E0029,D003,2025-11-26,2025-12-28,office_supplies,446.26,北辰展示材料耗材费,INV001704,approved,,,,,2025,0
R001705,BX2025001705,E0041,D005,2025-11-21,2026-01-12,office_supplies,264.79,机构业务部文件夹和标签耗材费,INV001705,approved,,,,,2025,0
R001706,BX2025001706,E0034,D005,2025-05-20,2025-06-27,business_entertainment,1336.11,机构业务部客户活动接待费,INV001706,approved,,,,5,2025,0
R001707,BX2025001707,E0030,D007,2025-10-12,2025-10-17,communication,158.34,会议通知通讯费,INV001707,approved,,,,,2025,0
R001708,BX2025001708,E0022,D007,2025-05-08,2025-05-30,office_supplies,458.2,项目底稿归档用品费,INV001708,approved,,,,,2025,0
R001709,BX2025001709,E0046,D001,2025-11-17,2026-01-08,training_fee,1852.03,上海项目管理外部培训费,INV001709,approved,,,,,2025,0
R001710,BX2025001710,E0044,D006,2025-12-08,2025-12-25,communication,255.43,监管沟通事项通讯费,INV001710,approved,,,,,2025,0
R001711,BX2025001711,E0037,D008,2025-03-30,2025-04-30,training_fee,2996.15,清源实施前培训费,INV001711,approved,,,,,2025,0
R001712,BX2025001712,E0040,D001,2025-03-08,2025-04-02,local_transport,163.54,上海监管沟通交通费,INV001712,approved,A,,2,,2025,0
R001713,BX2025001713,E0035,D005,2025-10-12,2025-12-08,office_supplies,176.5,机构业务部档案整理耗材费,INV001713,approved,,,,,2025,0
R001714,BX2025001714,E0064,D004,2025-01-13,2025-02-25,local_transport,209.0,赴客户现场办理云帆事项交通费,INV001714,approved,A,,3,,2025,0
R001715,BX2025001715,E0019,D006,2025-09-21,2025-10-18,office_supplies,367.76,日常办公耗材报销,INV001715,approved,,,,,2025,0
R001716,BX2025001716,E0031,D006,2025-03-02,2025-04-16,communication,206.96,杭州现场支持通讯费,INV001716,approved,,,,,2025,0
R001717,BX2025001717,E0075,D007,2025-08-11,2025-08-28,local_transport,193.98,启明现场巡检交通费,INV001717,approved,B,,2,,2025,0
R001718,BX2025001718,E0063,D004,2025-11-28,2025-11-30,training_fee,3076.46,研究所投行业务学习费用,INV001718,approved,,,,,2025,0
R001719,BX2025001719,E0025,D001,2025-03-03,2025-04-11,business_entertainment,1029.16,投资银行部合作机构接待费,INV001719,approved,,,,4,2025,0
R001720,BX2025001720,E0019,D006,2025-11-01,2025-11-05,local_transport,90.79,合同签署事项市内交通费,INV001720,approved,B,,1,,2025,0
R001721,BX2025001721,E0019,D006,2025-07-28,2025-09-12,office_supplies,301.54,北辰展示材料耗材费,INV001721,approved,,,,,2025,0
R001722,BX2025001722,E0040,D001,2025-11-02,2025-12-24,training_fee,1335.22,投资银行部员工合规实务培训费,INV001722,approved,,,,,2025,0
R001723,BX2025001723,E0025,D001,2025-09-12,2025-11-05,business_entertainment,1242.96,机构客户会议工作餐费,INV001723,approved,,,,6,2025,0
R001724,BX2025001724,E0064,D004,2025-12-28,2025-12-30,communication,153.79,星河跨部门协作通讯费,INV001724,approved,,,,,2025,0
R001725,BX2025001725,E0049,D006,2025-11-16,2025-12-07,communication,129.95,客户回访电话费用,INV001725,approved,,,,,2025,0
R001726,BX2025001726,E0020,D008,2025-04-11,2025-05-19,business_entertainment,801.84,分支机构客户交流招待费,INV001726,approved,,,,3,2025,0
R001727,BX2025001727,E0015,D004,2025-11-13,2026-01-12,local_transport,58.24,合肥监管沟通交通费,INV001727,approved,C,,1,,2025,0
R001728,BX2025001728,E0053,D010,2025-01-25,2025-02-25,local_transport,47.12,分支机构培训支持交通费,INV001728,approved,C,,1,,2025,0
R001729,BX2025001729,E0066,D003,2025-10-02,2025-11-13,local_transport,60.08,业务协同会议市内交通费,INV001729,approved,C,,1,,2025,0
R001730,BX2025001730,E0060,D006,2025-11-28,2025-12-14,office_supplies,357.52,部门月度办公耗材费,INV001730,approved,,,,,2025,0
R001731,BX2025001731,E0051,D006,2025-01-29,2025-02-11,local_transport,59.45,客户访谈期间市内交通包干,INV001731,approved,C,,1,,2025,0
R001732,BX2025001732,E0063,D004,2025-08-14,2025-08-21,business_entertainment,518.93,客户服务改进沟通餐费,INV001732,approved,,,,3,2025,0
R001733,BX2025001733,E0043,D005,2025-01-23,2025-02-13,local_transport,315.43,分支机构培训支持交通费,INV001733,approved,A,,3,,2025,0
R001734,BX2025001734,E0046,D001,2025-08-04,2025-08-17,office_supplies,484.16,远航资料袋采购费,INV001734,approved,,,,,2025,0
R001735,BX2025001735,E0054,D001,2025-10-14,2025-11-05,office_supplies,148.38,项目底稿归档用品费,INV001735,approved,,,,,2025,0
R001736,BX2025001736,E0040,D001,2025-12-20,2026-01-10,business_entertainment,462.93,合肥项目路演接待费,INV001736,approved,,,,3,2025,0
R001737,BX2025001737,E0014,D009,2025-08-31,2025-10-12,training_fee,2485.36,财务管理部客户服务学习费用,INV001737,approved,,,,,2025,0
R001738,BX2025001738,E0066,D003,2025-07-15,2025-08-11,travel_lodging,1040.49,云帆专项访谈住宿费,INV001738,approved,B,3,,,2025,0
R001739,BX2025001739,E0021,D002,2025-08-21,2025-10-06,business_entertainment,769.38,清源合同沟通招待费,INV001739,approved,,,,4,2025,0
R001740,BX2025001740,E0052,D003,2025-08-13,2025-10-02,travel_lodging,1322.92,北辰投后跟踪现场住宿费,INV001740,approved,B,3,,,2025,0
R001741,BX2025001741,E0017,D003,2025-06-29,2025-08-02,business_entertainment,305.22,星河合同沟通招待费,INV001741,approved,,,,2,2025,0
R001742,BX2025001742,E0065,D006,2025-08-11,2025-08-17,business_entertainment,429.71,北辰项目洽谈招待费,INV001742,approved,,,,2,2025,0
R001743,BX2025001743,E0056,D005,2025-01-08,2025-02-23,travel_lodging,1086.59,赴上海参加清源专项会议住宿费,INV001743,approved,A,2,,,2025,0
R001744,BX2025001744,E0026,D004,2025-05-27,2025-07-18,business_entertainment,662.19,启明投后沟通招待费,INV001744,approved,,,,4,2025,0
R001745,BX2025001745,E0014,D009,2025-12-26,2026-01-06,travel_lodging,1011.67,客户服务事项赴杭州出差住宿费,INV001745,approved,B,2,,,2025,0
R001746,BX2025001746,E0040,D001,2025-04-15,2025-04-22,training_fee,2058.04,数据治理线上课程学习费,INV001746,approved,,,,,2025,0
R001747,BX2025001747,E0067,D001,2025-11-11,2025-12-08,training_fee,2366.24,项目管理线上课程学习费,INV001747,approved,,,,,2025,0
R001748,BX2025001748,E0077,D004,2025-12-13,2026-01-14,office_supplies,385.09,业务会议用品费,INV001748,approved,,,,,2025,0
R001749,BX2025001749,E0024,D006,2025-08-29,2025-10-23,training_fee,2835.72,新制度宣贯合规实务培训费,INV001749,approved,,,,,2025,0
R001750,BX2025001750,E0064,D004,2025-04-13,2025-05-23,local_transport,304.61,合同签署事项市内交通费,INV001750,approved,A,,3,,2025,0
R001751,BX2025001751,E0078,D006,2025-06-10,2025-07-28,local_transport,102.12,客户访谈期间市内交通包干,INV001751,approved,A,,1,,2025,0
R001752,BX2025001752,E0051,D006,2025-12-28,2026-01-02,local_transport,105.95,参加上海业务会议市内交通费,INV001752,approved,A,,1,,2025,0
R001753,BX2025001753,E0060,D006,2025-11-28,2026-01-03,local_transport,181.69,参加上海业务会议市内交通费,INV001753,approved,A,,3,,2025,0
R001754,BX2025001754,E0024,D006,2025-04-16,2025-05-08,local_transport,70.5,杭州材料补充交通费,INV001754,approved,B,,1,,2025,0
R001755,BX2025001755,E0048,D005,2025-03-06,2025-04-20,local_transport,75.57,赴客户现场办理星河事项交通费,INV001755,approved,A,,1,,2025,0
R001756,BX2025001756,E0075,D007,2025-11-29,2025-12-23,travel_lodging,508.57,赴合肥参加清源专项会议住宿费,INV001756,approved,C,1,,,2025,0
R001757,BX2025001757,E0074,D001,2025-12-08,2025-12-21,communication,118.0,客户服务电话通讯费,INV001757,approved,,,,,2025,0
R001758,BX2025001758,E0024,D006,2025-06-26,2025-07-20,office_supplies,200.94,运营管理部培训材料用品费,INV001758,approved,,,,,2025,0
R001759,BX2025001759,E0024,D006,2025-02-07,2025-03-21,training_fee,2752.05,客户服务项目管理培训费,INV001759,approved,,,,,2025,0
R001760,BX2025001760,E0065,D006,2025-05-17,2025-07-03,communication,177.82,客户回访电话费用,INV001760,approved,,,,,2025,0
R001761,BX2025001761,E0026,D004,2025-08-02,2025-09-10,local_transport,215.07,研究所外勤走访市内交通费,INV001761,approved,B,,4,,2025,0
R001762,BX2025001762,E0032,D005,2025-07-30,2025-08-11,local_transport,169.73,启明现场巡检交通费,INV001762,approved,B,,2,,2025,0
R001763,BX2025001763,E0019,D006,2025-07-11,2025-08-31,office_supplies,411.79,业务会议用品费,INV001763,approved,,,,,2025,0
R001764,BX2025001764,E0071,D010,2025-11-18,2025-12-20,local_transport,167.28,参加杭州业务会议市内交通费,INV001764,approved,B,,2,,2025,0
R001765,BX2025001765,E0060,D006,2025-11-17,2026-01-09,business_entertainment,999.99,机构客户会议工作餐费,INV001765,approved,,,,5,2025,0
R001766,BX2025001766,E0017,D003,2025-10-01,2025-11-30,travel_lodging,801.45,客户服务事项赴杭州出差住宿费,INV001766,approved,B,2,,,2025,0
R001767,BX2025001767,E0050,D008,2025-09-12,2025-11-08,communication,230.59,合规风控部日常工作通讯费,INV001767,approved,,,,,2025,0
R001768,BX2025001768,E0075,D007,2025-04-16,2025-05-21,communication,256.71,启明跨部门协作通讯费,INV001768,approved,,,,,2025,0
R001769,BX2025001769,E0050,D008,2025-12-17,2025-12-28,business_entertainment,566.41,客户服务改进沟通餐费,INV001769,approved,,,,3,2025,0
R001770,BX2025001770,E0035,D005,2025-07-24,2025-08-16,communication,249.76,监管沟通事项通讯费,INV001770,approved,,,,,2025,0
R001771,BX2025001771,E0075,D007,2025-12-12,2026-01-03,travel_lodging,1675.08,青竹投后跟踪现场住宿费,INV001771,approved,A,3,,,2025,0
R001772,BX2025001772,E0073,D004,2025-07-12,2025-07-28,travel_lodging,297.67,启明材料访谈期间住宿费,INV001772,approved,B,1,,,2025,0
R001773,BX2025001773,E0067,D001,2025-02-05,2025-03-23,travel_lodging,261.86,赴合肥参加业务协调会住宿费,INV001773,approved,C,1,,,2025,0
R001774,BX2025001774,E0038,D004,2025-02-10,2025-02-19,business_entertainment,655.23,清源合作事项接待费,INV001774,approved,,,,4,2025,0
R001775,BX2025001775,E0050,D008,2025-08-03,2025-08-21,office_supplies,181.11,合规风控部硒鼓和纸张费用,INV001775,approved,,,,,2025,0
R001776,BX2025001776,E0033,D001,2025-11-03,2025-11-23,local_transport,184.52,云帆现场支持交通费,INV001776,approved,A,,2,,2025,0
R001777,BX2025001777,E0041,D005,2025-06-21,2025-07-23,business_entertainment,677.86,云帆合同沟通招待费,INV001777,approved,,,,3,2025,0
R001778,BX2025001778,E0057,D005,2025-12-27,2026-01-08,travel_lodging,256.12,星河项目在合肥开展尽调期间住宿费,INV001778,approved,C,1,,,2025,0
R001779,BX2025001779,E0064,D004,2025-08-03,2025-09-04,communication,219.5,客户回访电话费用,INV001779,approved,,,,,2025,0
R001780,BX2025001780,E0066,D003,2025-08-02,2025-08-26,communication,207.58,运营联系通讯费,INV001780,approved,,,,,2025,0
R001781,BX2025001781,E0062,D004,2025-12-27,2026-01-02,office_supplies,145.45,研究所文件夹和标签耗材费,INV001781,approved,,,,,2025,0
R001782,BX2025001782,E0034,D005,2025-01-22,2025-03-22,office_supplies,465.93,机构业务部培训材料用品费,INV001782,approved,,,,,2025,0
R001783,BX2025001783,E0041,D005,2025-03-29,2025-05-26,training_fee,2645.29,远航相关专业能力培训费,INV001783,approved,,,,,2025,0
R001784,BX2025001784,E0016,D008,2025-06-10,2025-07-22,business_entertainment,399.68,重点客户维护业务招待费,INV001784,approved,,,,2,2025,0
R001785,BX2025001785,E0058,D007,2025-06-05,2025-07-27,training_fee,1601.83,星河项目管理培训费,INV001785,approved,,,,,2025,0
R001786,BX2025001786,E0046,D001,2025-11-05,2026-01-03,travel_lodging,333.02,清源材料访谈期间住宿费,INV001786,approved,C,2,,,2025,0
R001787,BX2025001787,E0019,D006,2025-12-17,2025-12-23,office_supplies,348.13,客户材料制作用品费,INV001787,approved,,,,,2025,0
R001788,BX2025001788,E0061,D008,2025-11-18,2025-11-27,business_entertainment,1239.91,上海业务拜访工作餐费,INV001788,approved,,,,5,2025,0
R001789,BX2025001789,E0039,D002,2025-01-24,2025-03-02,local_transport,66.31,参加上海业务会议市内交通费,INV001789,approved,A,,1,,2025,0
R001790,BX2025001790,E0072,D005,2025-10-18,2025-11-09,communication,176.54,合肥现场支持通讯费,INV001790,approved,,,,,2025,0
R001791,BX2025001791,E0073,D004,2025-03-08,2025-04-19,local_transport,174.84,远航系统测试交通费,INV001791,approved,A,,2,,2025,0
R001792,BX2025001792,E0052,D003,2025-04-04,2025-05-26,business_entertainment,320.01,财富管理部客户活动接待费,INV001792,approved,,,,2,2025,0
R001793,BX2025001793,E0054,D001,2025-03-18,2025-05-11,office_supplies,343.42,员工工位文具补充费,INV001793,approved,,,,,2025,0
R001794,BX2025001794,E0014,D009,2025-12-11,2025-12-12,training_fee,2181.99,上海集中培训课程费,INV001794,approved,,,,,2025,0
R001795,BX2025001795,E0058,D007,2025-08-08,2025-09-27,business_entertainment,315.3,客户回访业务招待费,INV001795,approved,,,,2,2025,0
R001796,BX2025001796,E0031,D006,2025-04-15,2025-06-03,business_entertainment,554.71,清源需求沟通招待费,INV001796,approved,,,,3,2025,0
R001797,BX2025001797,E0053,D010,2025-10-06,2025-11-08,travel_lodging,461.13,客户服务事项赴合肥出差住宿费,INV001797,approved,C,2,,,2025,0
R001798,BX2025001798,E0080,D009,2025-07-21,2025-07-24,travel_lodging,268.16,财务管理部跨部门协同赴上海住宿费,INV001798,approved,A,1,,,2025,0
R001799,BX2025001799,E0040,D001,2025-03-30,2025-05-02,training_fee,1600.11,澄江相关专业能力培训费,INV001799,approved,,,,,2025,0
R001800,BX2025001800,E0077,D004,2025-03-09,2025-04-28,training_fee,2544.89,研究所运营规范学习费用,INV001800,approved,,,,,2025,0
R001801,BX2025001801,E0014,D009,2025-11-02,2025-12-22,office_supplies,123.96,青竹展示材料耗材费,INV001801,approved,,,,,2025,0
R001802,BX2025001802,E0037,D008,2025-04-25,2025-06-04,local_transport,71.38,参加合肥业务会议市内交通费,INV001802,approved,C,,1,,2025,0
R001803,BX2025001803,E0077,D004,2025-04-08,2025-05-25,travel_lodging,351.02,研究所澄江现场核查住宿费,INV001803,approved,B,1,,,2025,0
R001804,BX2025001804,E0073,D004,2025-02-14,2025-03-24,training_fee,1742.22,风险识别认证课程费,INV001804,approved,,,,,2025,0
R001805,BX2025001805,E0052,D003,2025-03-02,2025-03-11,communication,238.43,上海现场支持通讯费,INV001805,approved,,,,,2025,0
R001806,BX2025001806,E0062,D004,2025-12-29,2026-01-15,communication,109.2,杭州外勤期间通讯费,INV001806,approved,,,,,2025,0
R001807,BX2025001807,E0042,D008,2025-09-23,2025-10-24,office_supplies,210.78,合规风控部档案整理耗材费,INV001807,approved,,,,,2025,0
R001808,BX2025001808,E0024,D006,2025-02-09,2025-02-25,travel_lodging,356.75,星河项目在杭州开展尽调期间住宿费,INV001808,approved,B,1,,,2025,0
R001809,BX2025001809,E0038,D004,2025-10-28,2025-12-16,communication,236.36,远航需求沟通通讯费,INV001809,approved,,,,,2025,0
R001810,BX2025001810,E0068,D006,2025-06-10,2025-08-03,travel_lodging,688.93,赴上海开展系统上线支持住宿费,INV001810,approved,A,2,,,2025,0
R001811,BX2025001811,E0023,D004,2025-11-06,2025-12-10,office_supplies,321.56,研究所办公用品采购报销,INV001811,approved,,,,,2025,0
R001812,BX2025001812,E0055,D004,2025-10-04,2025-10-20,communication,121.2,杭州外勤期间通讯费,INV001812,approved,,,,,2025,0
R001813,BX2025001813,E0017,D003,2025-01-27,2025-03-19,business_entertainment,435.03,上海客户拜访工作餐费,INV001813,approved,,,,3,2025,0
R001814,BX2025001814,E0015,D004,2025-12-05,2025-12-12,travel_lodging,334.22,赴杭州开展系统上线支持住宿费,INV001814,approved,B,1,,,2025,0
R001815,BX2025001815,E0079,D002,2025-10-29,2025-12-08,travel_lodging,371.96,云帆投后跟踪现场住宿费,INV001815,approved,A,1,,,2025,0
R001816,BX2025001816,E0070,D006,2025-03-07,2025-04-27,travel_lodging,839.58,上海启明路演支持住宿费,INV001816,approved,A,2,,,2025,0
R001817,BX2025001817,E0067,D001,2025-12-08,2025-12-21,travel_lodging,401.2,投资银行部启明现场核查住宿费,INV001817,approved,A,1,,,2025,0
R001818,BX2025001818,E0037,D008,2025-10-01,2025-10-21,office_supplies,137.27,日常办公耗材报销,INV001818,approved,,,,,2025,0
R001819,BX2025001819,E0026,D004,2025-04-21,2025-05-05,local_transport,70.98,参加杭州业务会议市内交通费,INV001819,approved,B,,1,,2025,0
R001820,BX2025001820,E0077,D004,2025-01-16,2025-01-26,office_supplies,481.14,北辰展示材料耗材费,INV001820,approved,,,,,2025,0
R001821,BX2025001821,E0020,D008,2025-08-27,2025-09-04,travel_lodging,312.6,客户服务事项赴上海出差住宿费,INV001821,approved,A,1,,,2025,0
R001822,BX2025001822,E0015,D004,2025-03-06,2025-04-11,business_entertainment,271.2,研究所客户活动接待费,INV001822,approved,,,,2,2025,0
R001823,BX2025001823,E0030,D007,2025-12-28,2026-01-05,travel_lodging,1470.52,赴上海开展系统上线支持住宿费,INV001823,approved,A,2,,,2025,0
R001824,BX2025001824,E0058,D007,2025-05-06,2025-05-10,training_fee,1709.16,信息技术部合规实务学习费用,INV001824,approved,,,,,2025,0
R001825,BX2025001825,E0040,D001,2025-12-04,2025-12-08,training_fee,2509.24,杭州项目管理外部培训费,INV001825,approved,,,,,2025,0
R001826,BX2025001826,E0037,D008,2025-01-04,2025-02-14,office_supplies,487.64,业务会议用品费,INV001826,approved,,,,,2025,0
R001827,BX2025001827,E0077,D004,2025-12-13,2025-12-27,local_transport,94.46,启明系统测试交通费,INV001827,approved,B,,1,,2025,0
R001828,BX2025001828,E0029,D003,2025-04-25,2025-05-02,travel_lodging,563.16,赴上海参加业务协调会住宿费,INV001828,approved,A,1,,,2025,0
R001829,BX2025001829,E0072,D005,2025-12-30,2026-01-05,travel_lodging,527.4,上海分支机构培训支持住宿费,INV001829,approved,A,1,,,2025,0
R001830,BX2025001830,E0020,D008,2025-06-11,2025-06-18,business_entertainment,1286.27,合规风控部合作伙伴会谈招待费,INV001830,approved,,,,5,2025,0
R001831,BX2025001831,E0051,D006,2025-12-29,2026-01-08,business_entertainment,1201.58,杭州业务拜访工作餐费,INV001831,approved,,,,6,2025,0
R001832,BX2025001832,E0070,D006,2025-01-06,2025-01-12,communication,207.56,运营管理部值班联络通讯费,INV001832,approved,,,,,2025,0
R001833,BX2025001833,E0048,D005,2025-08-23,2025-10-11,training_fee,2154.39,机构业务部合规实务学习费用,INV001833,approved,,,,,2025,0
R001834,BX2025001834,E0060,D006,2025-06-09,2025-07-14,business_entertainment,401.91,运营管理部合作伙伴会谈招待费,INV001834,approved,,,,2,2025,0
R001835,BX2025001835,E0053,D010,2025-06-03,2025-07-26,business_entertainment,993.83,上海业务拜访工作餐费,INV001835,approved,,,,5,2025,0
R001836,BX2025001836,E0037,D008,2025-05-30,2025-07-24,training_fee,2716.68,杭州信息安全外部培训费,INV001836,approved,,,,,2025,0
R001837,BX2025001837,E0044,D006,2025-04-29,2025-06-09,business_entertainment,543.62,云帆需求沟通招待费,INV001837,approved,,,,3,2025,0
R001838,BX2025001838,E0077,D004,2025-06-26,2025-07-23,training_fee,2465.74,投行业务培训课程费,INV001838,approved,,,,,2025,0
R001839,BX2025001839,E0078,D006,2025-08-17,2025-08-25,travel_lodging,1075.44,青竹投后跟踪现场住宿费,INV001839,approved,B,3,,,2025,0
R001840,BX2025001840,E0057,D005,2025-06-15,2025-07-04,training_fee,1622.63,机构业务部专业技能培训费,INV001840,approved,,,,,2025,0
R001841,BX2025001841,E0041,D005,2025-07-08,2025-08-12,training_fee,2684.99,新制度宣贯运营规范培训费,INV001841,approved,,,,,2025,0
R001842,BX2025001842,E0044,D006,2025-08-03,2025-09-18,training_fee,3192.12,合规要求项目管理学习费,INV001842,approved,,,,,2025,0
R001843,BX2025001843,E0033,D001,2025-01-12,2025-03-08,business_entertainment,818.23,星河项目洽谈招待费,INV001843,approved,,,,5,2025,0
R001844,BX2025001844,E0021,D002,2025-10-27,2025-12-03,business_entertainment,810.98,云帆客户沟通业务招待费,INV001844,approved,,,,5,2025,0
R001845,BX2025001845,E0069,D002,2025-10-09,2025-11-02,office_supplies,341.0,青竹会议材料打印用品费,INV001845,approved,,,,,2025,0
R001846,BX2025001846,E0018,D005,2025-04-12,2025-05-30,training_fee,1719.22,机构业务部专业技能培训费,INV001846,approved,,,,,2025,0
R001847,BX2025001847,E0028,D009,2025-11-10,2025-11-12,office_supplies,391.24,文件归档装订耗材费,INV001847,approved,,,,,2025,0
R001848,BX2025001848,E0014,D009,2025-06-01,2025-07-31,travel_lodging,315.73,远航现场审阅底稿住宿费,INV001848,approved,B,1,,,2025,0
R001849,BX2025001849,E0069,D002,2025-01-12,2025-01-29,office_supplies,267.56,固定收益部办公笔记本采购费,INV001849,approved,,,,,2025,0
R001850,BX2025001850,E0077,D004,2025-01-15,2025-02-20,travel_lodging,289.84,青竹材料访谈期间住宿费,INV001850,approved,A,1,,,2025,0
R001851,BX2025001851,E0032,D005,2025-06-05,2025-08-02,communication,203.65,云帆进度跟踪通讯费,INV001851,approved,,,,,2025,0
R001852,BX2025001852,E0042,D008,2025-11-03,2025-12-20,local_transport,84.76,清源系统测试交通费,INV001852,approved,B,,1,,2025,0
R001853,BX2025001853,E0049,D006,2025-07-10,2025-08-25,training_fee,2231.21,清源项目管理培训费,INV001853,approved,,,,,2025,0
R001854,BX2025001854,E0037,D008,2025-08-09,2025-09-17,communication,148.6,星河跨部门协作通讯费,INV001854,approved,,,,,2025,0
R001855,BX2025001855,E0061,D008,2025-01-30,2025-03-12,training_fee,1482.89,风险识别培训课程费,INV001855,approved,,,,,2025,0
R001856,BX2025001856,E0058,D007,2025-01-12,2025-02-13,business_entertainment,775.5,分支机构客户交流招待费,INV001856,approved,,,,5,2025,0
R001857,BX2025001857,E0064,D004,2025-03-24,2025-04-07,travel_lodging,220.3,杭州客户沟通行程住宿费,INV001857,approved,B,1,,,2025,0
R001858,BX2025001858,E0030,D007,2025-01-08,2025-02-03,travel_lodging,465.38,合肥启明路演支持住宿费,INV001858,approved,C,1,,,2025,0
R001859,BX2025001859,E0079,D002,2025-11-29,2026-01-13,local_transport,136.83,固定收益部例行外勤交通费,INV001859,approved,B,,2,,2025,0
R001860,BX2025001860,E0051,D006,2025-05-23,2025-07-12,local_transport,241.7,清源现场巡检交通费,INV001860,approved,A,,3,,2025,0
R001861,BX2025001861,E0080,D009,2025-11-05,2025-12-03,communication,249.51,系统上线联络通讯费,INV001861,approved,,,,,2025,0
R001862,BX2025001862,E0074,D001,2025-12-13,2026-01-06,travel_lodging,966.02,杭州分支机构培训支持住宿费,INV001862,approved,B,3,,,2025,0
R001863,BX2025001863,E0027,D007,2025-10-21,2025-11-08,training_fee,1820.28,信息技术部员工信息安全培训费,INV001863,approved,,,,,2025,0
R001864,BX2025001864,E0046,D001,2025-04-19,2025-06-05,business_entertainment,752.47,星河投后沟通招待费,INV001864,approved,,,,4,2025,0
R001865,BX2025001865,E0072,D005,2025-05-08,2025-06-27,office_supplies,468.11,业务会议用品费,INV001865,approved,,,,,2025,0
R001866,BX2025001866,E0057,D005,2025-06-20,2025-07-06,business_entertainment,348.9,杭州业务拜访工作餐费,INV001866,approved,,,,2,2025,0
R001867,BX2025001867,E0019,D006,2025-12-29,2025-12-31,travel_lodging,972.09,运营管理部跨部门协同赴杭州住宿费,INV001867,approved,B,2,,,2025,0
R001868,BX2025001868,E0045,D001,2025-04-05,2025-06-01,business_entertainment,774.62,北辰投后沟通招待费,INV001868,approved,,,,4,2025,0
R001869,BX2025001869,E0027,D007,2025-07-27,2025-08-15,travel_lodging,535.38,赴杭州开展系统上线支持住宿费,INV001869,approved,B,1,,,2025,0
R001870,BX2025001870,E0033,D001,2025-01-28,2025-03-26,travel_lodging,342.56,杭州分支机构培训支持住宿费,INV001870,approved,B,1,,,2025,0
R001871,BX2025001871,E0068,D006,2025-03-22,2025-04-11,office_supplies,335.47,员工工位文具补充费,INV001871,approved,,,,,2025,0
R001872,BX2025001872,E0043,D005,2025-05-28,2025-07-10,local_transport,331.41,机构业务部外勤走访市内交通费,INV001872,approved,B,,4,,2025,0
R001873,BX2025001873,E0046,D001,2025-05-10,2025-06-28,training_fee,2815.68,合规实务认证课程费,INV001873,approved,,,,,2025,0
R001874,BX2025001874,E0045,D001,2025-01-31,2025-03-24,training_fee,1885.24,运营规范合规实务课程费,INV001874,approved,,,,,2025,0
R001875,BX2025001875,E0052,D003,2025-03-26,2025-04-22,training_fee,1823.45,新制度宣贯运营规范培训费,INV001875,approved,,,,,2025,0
R001876,BX2025001876,E0027,D007,2025-12-15,2025-12-28,business_entertainment,951.24,机构客户会议工作餐费,INV001876,approved,,,,5,2025,0
R001877,BX2025001877,E0022,D007,2025-01-28,2025-02-23,business_entertainment,347.16,上海渠道沟通工作餐费,INV001877,approved,,,,2,2025,0
R001878,BX2025001878,E0070,D006,2025-06-13,2025-07-17,travel_lodging,1047.81,赴上海参加业务协调会住宿费,INV001878,approved,A,4,,,2025,0
R001879,BX2025001879,E0027,D007,2025-09-04,2025-10-03,office_supplies,344.34,信息技术部培训材料用品费,INV001879,approved,,,,,2025,0
R001880,BX2025001880,E0016,D008,2025-10-28,2025-11-27,office_supplies,430.52,清源现场办公用品费,INV001880,approved,,,,,2025,0
