record_id,employee_id,department_id,expense_date,reimburse_date,expense_type,amount,city_tier,nights,days,participants,special_approval,status,budget_year,invoice_no,vendor_name,invoice_date,employee_level,emp_dept_id,department_name,annual_budget
R003349,E0048,D005,2025-03-02,2025-04-20,office_supplies,301.39,,,,,0,approved,2025,FP202500003349,"XX供应商1620",2025-03-02,M1,D005,"机构业务部",278540.94
R000203,E0078,D006,2025-02-24,2025-04-21,office_supplies,239.98,,,,,0,approved,2025,FP202500000203,"XX供应商5179",2025-02-24,E1,D006,"运营管理部",340961.75
R001111,E0066,D003,2025-04-07,2025-04-22,office_supplies,201.14,,,,,0,approved,2025,FP202500001111,"XX供应商5750",2025-04-07,M1,D003,"财富管理部",109772.07
R000426,E0043,D005,2025-03-13,2025-04-23,office_supplies,345.92,,,,,0,approved,2025,FP202500000426,"XX供应商9799",2025-03-13,E1,D005,"机构业务部",278540.94
R000458,E0016,D008,2025-02-28,2025-04-23,office_supplies,379.28,,,,,0,approved,2025,FP202500000458,"XX供应商6717",2025-02-28,M1,D008,"合规风控部",381600.0
R000706,E0036,D010,2025-03-27,2025-04-23,office_supplies,412.01,,,,,0,approved,2025,FP202500000706,"XX供应商9898",2025-03-27,E1,D010,"人力资源部",164500.0
R003622,E0056,D005,2025-04-10,2025-04-23,office_supplies,405.5,,,,,0,approved,2025,FP202500003622,"XX供应商9850",2025-04-10,D1,D005,"机构业务部",278540.94
R000270,E0043,D005,2025-03-20,2025-04-24,office_supplies,269.75,,,,,0,approved,2025,FP202500000270,"XX供应商1924",2025-03-20,E1,D005,"机构业务部",278540.94
R003425,E0026,D004,2025-03-13,2025-04-24,office_supplies,134.43,,,,,0,approved,2025,FP202500003425,"XX供应商1847",2025-03-13,E1,D004,"研究所",264890.39
R003464,E0061,D008,2025-03-16,2025-04-24,office_supplies,150.26,,,,,0,approved,2025,FP202500003464,"XX供应商9791",2025-03-16,M1,D008,"合规风控部",381600.0
R002267,E0076,D006,2025-03-19,2025-04-26,office_supplies,483.95,,,,,0,approved,2025,FP202500002267,"XX供应商6291",2025-03-19,E1,D006,"运营管理部",340961.75
R003231,E0045,D001,2025-03-22,2025-04-26,office_supplies,213.43,,,,,0,approved,2025,FP202500003231,"XX供应商8020",2025-03-22,E1,D001,"投资银行部",230395.17
R001209,E0054,D001,2025-03-04,2025-04-27,office_supplies,467.14,,,,,0,approved,2025,FP202500001209,"XX供应商9434",2025-03-04,E1,D001,"投资银行部",230395.17
R001509,E0046,D001,2025-03-20,2025-04-27,office_supplies,380.16,,,,,0,approved,2025,FP202500001509,"XX供应商3856",2025-03-20,E1,D001,"投资银行部",230395.17
R001426,E0067,D001,2025-04-23,2025-04-28,office_supplies,300.29,,,,,0,approved,2025,FP202500001426,"XX供应商4535",2025-04-23,M1,D001,"投资银行部",230395.17
R002045,E0036,D010,2025-04-21,2025-04-28,office_supplies,396.54,,,,,0,approved,2025,FP202500002045,"XX供应商7252",2025-04-21,E1,D010,"人力资源部",164500.0
R002258,E0026,D004,2025-03-02,2025-04-28,office_supplies,202.3,,,,,0,approved,2025,FP202500002258,"XX供应商7501",2025-03-02,E1,D004,"研究所",264890.39
R002781,E0026,D004,2025-04-15,2025-04-28,office_supplies,405.94,,,,,0,approved,2025,FP202500002781,"XX供应商7921",2025-04-15,E1,D004,"研究所",264890.39
R003096,E0037,D008,2025-04-26,2025-04-28,office_supplies,394.46,,,,,0,approved,2025,FP202500003096,"XX供应商5824",2025-04-26,E1,D008,"合规风控部",381600.0
R001187,E0062,D004,2025-03-14,2025-04-29,office_supplies,402.45,,,,,0,approved,2025,FP202500001187,"XX供应商4543",2025-03-14,E1,D004,"研究所",264890.39
R002198,E0059,D006,2025-03-26,2025-04-29,office_supplies,234.22,,,,,0,approved,2025,FP202500002198,"XX供应商7785",2025-03-26,E1,D006,"运营管理部",340961.75
R003226,E0059,D006,2025-04-11,2025-04-29,office_supplies,355.5,,,,,0,approved,2025,FP202500003226,"XX供应商6599",2025-04-11,E1,D006,"运营管理部",340961.75
R003311,E0032,D005,2025-03-12,2025-04-29,office_supplies,311.38,,,,,0,approved,2025,FP202500003311,"XX供应商6305",2025-03-12,E1,D005,"机构业务部",278540.94
R004082,E0062,D004,2025-03-05,2025-04-29,office_supplies,188.73,,,,,0,approved,2025,FP202500004082,"XX供应商7243",2025-03-05,E1,D004,"研究所",264890.39
R000437,E0039,D002,2025-03-07,2025-04-30,office_supplies,444.02,,,,,0,approved,2025,FP202500000437,"XX供应商9185",2025-03-07,E1,D002,"固定收益部",107785.42
R002545,E0052,D003,2025-04-02,2025-04-30,office_supplies,347.37,,,,,0,approved,2025,FP202500002545,"XX供应商4691",2025-04-02,M1,D003,"财富管理部",109772.07
R000030,E0035,D005,2025-04-09,2025-05-01,office_supplies,484.74,,,,,0,approved,2025,FP202500000030,"XX供应商5520",2025-04-09,M1,D005,"机构业务部",278540.94
R002014,E0070,D006,2025-03-03,2025-05-01,office_supplies,271.98,,,,,0,approved,2025,FP202500002014,"XX供应商3604",2025-03-03,E1,D006,"运营管理部",340961.75
R001222,E0058,D007,2025-04-02,2025-05-02,office_supplies,415.81,,,,,0,approved,2025,FP202500001222,"XX供应商6860",2025-04-02,E1,D007,"信息技术部",301500.0
R001459,E0038,D004,2025-03-24,2025-05-02,office_supplies,215.37,,,,,0,approved,2025,FP202500001459,"XX供应商7189",2025-03-24,M1,D004,"研究所",264890.39
R004136,E0056,D005,2025-04-13,2025-05-02,office_supplies,319.58,,,,,0,approved,2025,FP202500004136,"XX供应商9326",2025-04-13,D1,D005,"机构业务部",278540.94
R002909,E0049,D006,2025-03-10,2025-05-03,office_supplies,403.92,,,,,0,approved,2025,FP202500002909,"XX供应商2817",2025-03-10,E1,D006,"运营管理部",340961.75
R004009,E0066,D003,2025-04-14,2025-05-03,office_supplies,254.27,,,,,0,approved,2025,FP202500004009,"XX供应商5700",2025-04-14,M1,D003,"财富管理部",109772.07
R000622,E0066,D003,2025-04-05,2025-05-04,office_supplies,355.67,,,,,0,approved,2025,FP202500000622,"XX供应商5188",2025-04-05,M1,D003,"财富管理部",109772.07
R004164,E0016,D008,2025-03-16,2025-05-04,office_supplies,215.45,,,,,0,approved,2025,FP202500004164,"XX供应商3676",2025-03-16,M1,D008,"合规风控部",381600.0
R003180,E0066,D003,2025-04-20,2025-05-05,office_supplies,138.27,,,,,0,approved,2025,FP202500003180,"XX供应商3661",2025-04-20,M1,D003,"财富管理部",109772.07
R004107,E0069,D002,2025-04-29,2025-05-05,office_supplies,165.81,,,,,0,approved,2025,FP202500004107,"XX供应商5871",2025-04-29,M1,D002,"固定收益部",107785.42
R001510,E0055,D004,2025-04-10,2025-05-06,office_supplies,379.24,,,,,0,approved,2025,FP202500001510,"XX供应商1440",2025-04-10,D1,D004,"研究所",264890.39
R003168,E0058,D007,2025-04-08,2025-05-06,office_supplies,243.16,,,,,0,approved,2025,FP202500003168,"XX供应商3661",2025-04-08,E1,D007,"信息技术部",301500.0
R003795,E0049,D006,2025-03-25,2025-05-06,office_supplies,361.59,,,,,0,approved,2025,FP202500003795,"XX供应商2624",2025-03-25,E1,D006,"运营管理部",340961.75
R004166,E0039,D002,2025-04-12,2025-05-06,office_supplies,442.62,,,,,0,approved,2025,FP202500004166,"XX供应商6345",2025-04-12,E1,D002,"固定收益部",107785.42
R003499,E0059,D006,2025-04-24,2025-05-07,office_supplies,375.32,,,,,0,approved,2025,FP202500003499,"XX供应商8664",2025-04-24,E1,D006,"运营管理部",340961.75
R004006,E0045,D001,2025-04-15,2025-05-07,office_supplies,393.3,,,,,0,approved,2025,FP202500004006,"XX供应商4569",2025-04-15,E1,D001,"投资银行部",230395.17
R004141,E0061,D008,2025-05-05,2025-05-07,office_supplies,390.91,,,,,0,approved,2025,FP202500004141,"XX供应商4860",2025-05-05,M1,D008,"合规风控部",381600.0
R000140,E0018,D005,2025-04-08,2025-05-08,office_supplies,400.28,,,,,0,approved,2025,FP202500000140,"XX供应商3615",2025-04-08,M1,D005,"机构业务部",278540.94
R000036,E0056,D005,2025-03-18,2025-05-09,office_supplies,470.72,,,,,0,approved,2025,FP202500000036,"XX供应商4747",2025-03-18,D1,D005,"机构业务部",278540.94
R001624,E0048,D005,2025-03-13,2025-05-09,office_supplies,309.23,,,,,0,approved,2025,FP202500001624,"XX供应商2430",2025-03-13,M1,D005,"机构业务部",278540.94
R003489,E0016,D008,2025-03-28,2025-05-09,office_supplies,298.99,,,,,0,approved,2025,FP202500003489,"XX供应商3421",2025-03-28,M1,D008,"合规风控部",381600.0
R003895,E0026,D004,2025-04-06,2025-05-09,office_supplies,139.08,,,,,0,approved,2025,FP202500003895,"XX供应商6157",2025-04-06,E1,D004,"研究所",264890.39
R000015,E0062,D004,2025-04-29,2025-05-11,office_supplies,318.46,,,,,0,approved,2025,FP202500000015,"XX供应商7267",2025-04-29,E1,D004,"研究所",264890.39
R001267,E0069,D002,2025-04-05,2025-05-11,office_supplies,159.55,,,,,0,approved,2025,FP202500001267,"XX供应商3289",2025-04-05,M1,D002,"固定收益部",107785.42
R001793,E0054,D001,2025-03-18,2025-05-11,office_supplies,343.42,,,,,0,approved,2025,FP202500001793,"XX供应商5199",2025-03-18,E1,D001,"投资银行部",230395.17
R002919,E0079,D002,2025-04-30,2025-05-11,office_supplies,192.57,,,,,0,approved,2025,FP202500002919,"XX供应商2638",2025-04-30,M1,D002,"固定收益部",107785.42
R001995,E0056,D005,2025-04-22,2025-05-12,office_supplies,278.64,,,,,0,approved,2025,FP202500001995,"XX供应商8307",2025-04-22,D1,D005,"机构业务部",278540.94
R000215,E0045,D001,2025-05-07,2025-05-13,office_supplies,424.46,,,,,0,approved,2025,FP202500000215,"XX供应商4079",2025-05-07,E1,D001,"投资银行部",230395.17
R003031,E0031,D006,2025-04-23,2025-05-13,office_supplies,275.68,,,,,0,approved,2025,FP202500003031,"XX供应商7732",2025-04-23,M1,D006,"运营管理部",340961.75
R001004,E0052,D003,2025-03-26,2025-05-14,office_supplies,380.63,,,,,0,approved,2025,FP202500001004,"XX供应商6786",2025-03-26,M1,D003,"财富管理部",109772.07
R002537,E0070,D006,2025-04-30,2025-05-14,office_supplies,255.73,,,,,0,approved,2025,FP202500002537,"XX供应商8227",2025-04-30,E1,D006,"运营管理部",340961.75
R002804,E0077,D004,2025-04-23,2025-05-14,office_supplies,436.7,,,,,0,approved,2025,FP202500002804,"XX供应商2475",2025-04-23,E1,D004,"研究所",264890.39
R000540,E0073,D004,2025-04-22,2025-05-15,office_supplies,324.85,,,,,0,approved,2025,FP202500000540,"XX供应商4687",2025-04-22,E1,D004,"研究所",264890.39
R002651,E0022,D007,2025-05-01,2025-05-15,office_supplies,349.3,,,,,0,approved,2025,FP202500002651,"XX供应商4143",2025-05-01,D1,D007,"信息技术部",301500.0
R002815,E0051,D006,2025-04-18,2025-05-17,office_supplies,268.77,,,,,0,approved,2025,FP202500002815,"XX供应商7809",2025-04-18,E1,D006,"运营管理部",340961.75
R000757,E0053,D010,2025-04-30,2025-05-18,office_supplies,257.45,,,,,0,approved,2025,FP202500000757,"XX供应商2969",2025-04-30,E1,D010,"人力资源部",164500.0
R002364,E0028,D009,2025-03-21,2025-05-18,office_supplies,308.33,,,,,0,approved,2025,FP202500002364,"XX供应商1503",2025-03-21,E1,D009,"财务管理部",191300.0
R000594,E0080,D009,2025-05-07,2025-05-19,office_supplies,283.84,,,,,0,approved,2025,FP202500000594,"XX供应商7141",2025-05-07,E1,D009,"财务管理部",191300.0
R001898,E0022,D007,2025-05-09,2025-05-19,office_supplies,164.37,,,,,0,approved,2025,FP202500001898,"XX供应商3797",2025-05-09,D1,D007,"信息技术部",301500.0
R002789,E0015,D004,2025-04-24,2025-05-19,office_supplies,424.57,,,,,0,approved,2025,FP202500002789,"XX供应商3180",2025-04-24,E1,D004,"研究所",264890.39
R003490,E0050,D008,2025-04-14,2025-05-19,office_supplies,315.47,,,,,0,approved,2025,FP202500003490,"XX供应商1999",2025-04-14,X1,D008,"合规风控部",381600.0
R002705,E0070,D006,2025-03-21,2025-05-20,office_supplies,157.77,,,,,0,approved,2025,FP202500002705,"XX供应商2496",2025-03-21,E1,D006,"运营管理部",340961.75
R002759,E0018,D005,2025-04-12,2025-05-20,office_supplies,394.37,,,,,0,approved,2025,FP202500002759,"XX供应商5987",2025-04-12,M1,D005,"机构业务部",278540.94
R003824,E0044,D006,2025-04-28,2025-05-20,office_supplies,405.01,,,,,0,approved,2025,FP202500003824,"XX供应商1180",2025-04-28,D1,D006,"运营管理部",340961.75
R000823,E0041,D005,2025-04-19,2025-05-21,office_supplies,253.61,,,,,0,approved,2025,FP202500000823,"XX供应商7606",2025-04-19,E1,D005,"机构业务部",278540.94
R001258,E0067,D001,2025-04-18,2025-05-21,office_supplies,125.34,,,,,0,approved,2025,FP202500001258,"XX供应商9901",2025-04-18,M1,D001,"投资银行部",230395.17
R003171,E0045,D001,2025-04-24,2025-05-21,office_supplies,310.1,,,,,0,approved,2025,FP202500003171,"XX供应商7252",2025-04-24,E1,D001,"投资银行部",230395.17
R004186,E0064,D004,2025-04-15,2025-05-21,office_supplies,350.3,,,,,0,approved,2025,FP202500004186,"XX供应商9330",2025-04-15,E1,D004,"研究所",264890.39
R001100,E0044,D006,2025-04-12,2025-05-22,office_supplies,181.63,,,,,0,approved,2025,FP202500001100,"XX供应商5493",2025-04-12,D1,D006,"运营管理部",340961.75
R001698,E0030,D007,2025-03-30,2025-05-22,office_supplies,488.82,,,,,0,approved,2025,FP202500001698,"XX供应商8483",2025-03-30,X1,D007,"信息技术部",301500.0
R000962,E0065,D006,2025-04-20,2025-05-23,office_supplies,490.21,,,,,0,approved,2025,FP202500000962,"XX供应商4974",2025-04-20,E1,D006,"运营管理部",340961.75
R003072,E0015,D004,2025-05-13,2025-05-23,office_supplies,423.29,,,,,0,approved,2025,FP202500003072,"XX供应商6326",2025-05-13,E1,D004,"研究所",264890.39
R003125,E0018,D005,2025-05-09,2025-05-23,office_supplies,412.63,,,,,0,approved,2025,FP202500003125,"XX供应商3434",2025-05-09,M1,D005,"机构业务部",278540.94
R000760,E0028,D009,2025-05-08,2025-05-24,office_supplies,225.97,,,,,0,approved,2025,FP202500000760,"XX供应商6794",2025-05-08,E1,D009,"财务管理部",191300.0
R002124,E0041,D005,2025-04-23,2025-05-24,office_supplies,218.65,,,,,0,approved,2025,FP202500002124,"XX供应商3509",2025-04-23,E1,D005,"机构业务部",278540.94
R002155,E0076,D006,2025-05-06,2025-05-24,office_supplies,253.26,,,,,0,approved,2025,FP202500002155,"XX供应商5070",2025-05-06,E1,D006,"运营管理部",340961.75
R002202,E0046,D001,2025-03-26,2025-05-24,office_supplies,410.09,,,,,0,approved,2025,FP202500002202,"XX供应商5810",2025-03-26,E1,D001,"投资银行部",230395.17
R002601,E0039,D002,2025-04-19,2025-05-24,office_supplies,419.56,,,,,0,approved,2025,FP202500002601,"XX供应商8917",2025-04-19,E1,D002,"固定收益部",107785.42
R002918,E0043,D005,2025-05-22,2025-05-24,office_supplies,267.16,,,,,0,approved,2025,FP202500002918,"XX供应商6199",2025-05-22,E1,D005,"机构业务部",278540.94
R003002,E0015,D004,2025-05-06,2025-05-24,office_supplies,486.5,,,,,0,approved,2025,FP202500003002,"XX供应商5063",2025-05-06,E1,D004,"研究所",264890.39
R002614,E0071,D010,2025-05-03,2025-05-27,office_supplies,453.29,,,,,0,approved,2025,FP202500002614,"XX供应商8118",2025-05-03,E1,D010,"人力资源部",164500.0
R003437,E0062,D004,2025-04-27,2025-05-28,office_supplies,416.07,,,,,0,approved,2025,FP202500003437,"XX供应商8264",2025-04-27,E1,D004,"研究所",264890.39
R000439,E0024,D006,2025-03-31,2025-05-30,office_supplies,170.93,,,,,0,approved,2025,FP202500000439,"XX供应商4984",2025-03-31,E1,D006,"运营管理部",340961.75
R001599,E0022,D007,2025-03-31,2025-05-30,office_supplies,463.4,,,,,0,approved,2025,FP202500001599,"XX供应商6837",2025-03-31,D1,D007,"信息技术部",301500.0
R001708,E0022,D007,2025-05-08,2025-05-30,office_supplies,458.2,,,,,0,approved,2025,FP202500001708,"XX供应商9229",2025-05-08,D1,D007,"信息技术部",301500.0
R002249,E0019,D006,2025-04-29,2025-05-30,office_supplies,292.51,,,,,0,approved,2025,FP202500002249,"XX供应商4249",2025-04-29,M1,D006,"运营管理部",340961.75
R003655,E0023,D004,2025-04-06,2025-05-31,office_supplies,127.87,,,,,0,approved,2025,FP202500003655,"XX供应商6065",2025-04-06,M1,D004,"研究所",264890.39
R000289,E0047,D009,2025-05-08,2025-06-01,office_supplies,395.27,,,,,0,approved,2025,FP202500000289,"XX供应商3651",2025-05-08,E1,D009,"财务管理部",191300.0
R000858,E0035,D005,2025-04-12,2025-06-01,office_supplies,439.03,,,,,0,approved,2025,FP202500000858,"XX供应商8549",2025-04-12,M1,D005,"机构业务部",278540.94
R002256,E0057,D005,2025-04-12,2025-06-01,office_supplies,185.18,,,,,0,approved,2025,FP202500002256,"XX供应商9016",2025-04-12,E1,D005,"机构业务部",278540.94
R002420,E0020,D008,2025-05-01,2025-06-01,office_supplies,122.96,,,,,0,approved,2025,FP202500002420,"XX供应商7067",2025-05-01,E1,D008,"合规风控部",381600.0
R001408,E0079,D002,2025-05-20,2025-06-02,office_supplies,259.38,,,,,0,approved,2025,FP202500001408,"XX供应商1357",2025-05-20,M1,D002,"固定收益部",107785.42
R000396,E0071,D010,2025-04-12,2025-06-03,office_supplies,344.92,,,,,0,approved,2025,FP202500000396,"XX供应商3142",2025-04-12,E1,D010,"人力资源部",164500.0
R003244,E0033,D001,2025-04-28,2025-06-03,office_supplies,376.47,,,,,0,approved,2025,FP202500003244,"XX供应商5898",2025-04-28,E1,D001,"投资银行部",230395.17
R003356,E0071,D010,2025-05-30,2025-06-03,office_supplies,180.16,,,,,0,approved,2025,FP202500003356,"XX供应商8990",2025-05-30,E1,D010,"人力资源部",164500.0
R001919,E0051,D006,2025-05-25,2025-06-04,office_supplies,283.85,,,,,0,approved,2025,FP202500001919,"XX供应商1858",2025-05-25,E1,D006,"运营管理部",340961.75
R001945,E0030,D007,2025-04-30,2025-06-04,office_supplies,355.29,,,,,0,approved,2025,FP202500001945,"XX供应商6450",2025-04-30,X1,D007,"信息技术部",301500.0
R003717,E0055,D004,2025-05-29,2025-06-06,office_supplies,251.72,,,,,0,approved,2025,FP202500003717,"XX供应商3653",2025-05-29,D1,D004,"研究所",264890.39
R001281,E0029,D003,2025-05-09,2025-06-07,office_supplies,321.33,,,,,0,approved,2025,FP202500001281,"XX供应商1837",2025-05-09,M1,D003,"财富管理部",109772.07
R002181,E0059,D006,2025-05-27,2025-06-07,office_supplies,278.45,,,,,0,approved,2025,FP202500002181,"XX供应商7797",2025-05-27,E1,D006,"运营管理部",340961.75
R003321,E0032,D005,2025-04-28,2025-06-08,office_supplies,358.61,,,,,0,approved,2025,FP202500003321,"XX供应商5093",2025-04-28,E1,D005,"机构业务部",278540.94
R003417,E0028,D009,2025-06-06,2025-06-08,office_supplies,259.25,,,,,0,approved,2025,FP202500003417,"XX供应商4151",2025-06-06,E1,D009,"财务管理部",191300.0
R004187,E0038,D004,2025-05-19,2025-06-08,office_supplies,343.18,,,,,0,approved,2025,FP202500004187,"XX供应商9973",2025-05-19,M1,D004,"研究所",264890.39
R001928,E0029,D003,2025-05-21,2025-06-10,office_supplies,180.16,,,,,0,approved,2025,FP202500001928,"XX供应商6000",2025-05-21,M1,D003,"财富管理部",109772.07
R000490,E0019,D006,2025-05-21,2025-06-11,office_supplies,432.45,,,,,0,approved,2025,FP202500000490,"XX供应商8802",2025-05-21,M1,D006,"运营管理部",340961.75
R002492,E0059,D006,2025-05-11,2025-06-11,office_supplies,137.66,,,,,0,approved,2025,FP202500002492,"XX供应商4735",2025-05-11,E1,D006,"运营管理部",340961.75
R003601,E0040,D001,2025-05-31,2025-06-12,office_supplies,469.63,,,,,0,approved,2025,FP202500003601,"XX供应商1332",2025-05-31,D1,D001,"投资银行部",230395.17
R003934,E0051,D006,2025-06-11,2025-06-12,office_supplies,196.93,,,,,0,approved,2025,FP202500003934,"XX供应商2339",2025-06-11,E1,D006,"运营管理部",340961.75
R000960,E0019,D006,2025-05-04,2025-06-13,office_supplies,241.17,,,,,0,approved,2025,FP202500000960,"XX供应商3146",2025-05-04,M1,D006,"运营管理部",340961.75
R001257,E0048,D005,2025-04-28,2025-06-13,office_supplies,151.7,,,,,0,approved,2025,FP202500001257,"XX供应商1172",2025-04-28,M1,D005,"机构业务部",278540.94
R003189,E0049,D006,2025-06-10,2025-06-13,office_supplies,137.89,,,,,0,approved,2025,FP202500003189,"XX供应商4450",2025-06-10,E1,D006,"运营管理部",340961.75
R004039,E0060,D006,2025-05-30,2025-06-13,office_supplies,312.42,,,,,0,approved,2025,FP202500004039,"XX供应商5384",2025-05-30,E1,D006,"运营管理部",340961.75
R001193,E0021,D002,2025-06-01,2025-06-14,office_supplies,124.22,,,,,0,approved,2025,FP202500001193,"XX供应商9852",2025-06-01,E1,D002,"固定收益部",107785.42
R003550,E0074,D001,2025-06-05,2025-06-14,office_supplies,184.92,,,,,0,approved,2025,FP202500003550,"XX供应商7851",2025-06-05,E1,D001,"投资银行部",230395.17
R003535,E0028,D009,2025-06-06,2025-06-15,office_supplies,361.74,,,,,0,approved,2025,FP202500003535,"XX供应商8018",2025-06-06,E1,D009,"财务管理部",191300.0
R003896,E0035,D005,2025-04-24,2025-06-15,office_supplies,234.43,,,,,0,approved,2025,FP202500003896,"XX供应商5764",2025-04-24,M1,D005,"机构业务部",278540.94
R003812,E0029,D003,2025-05-26,2025-06-16,office_supplies,352.75,,,,,0,approved,2025,FP202500003812,"XX供应商6910",2025-05-26,M1,D003,"财富管理部",109772.07
R001328,E0021,D002,2025-06-15,2025-06-17,office_supplies,201.71,,,,,0,approved,2025,FP202500001328,"XX供应商5481",2025-06-15,E1,D002,"固定收益部",107785.42
R003794,E0033,D001,2025-05-26,2025-06-17,office_supplies,273.94,,,,,0,approved,2025,FP202500003794,"XX供应商7050",2025-05-26,E1,D001,"投资银行部",230395.17
R002648,E0019,D006,2025-04-29,2025-06-18,office_supplies,144.92,,,,,0,approved,2025,FP202500002648,"XX供应商1918",2025-04-29,M1,D006,"运营管理部",340961.75
R002288,E0027,D007,2025-05-29,2025-06-19,office_supplies,352.65,,,,,0,approved,2025,FP202500002288,"XX供应商7653",2025-05-29,D1,D007,"信息技术部",301500.0
R001978,E0047,D009,2025-05-24,2025-06-20,office_supplies,324.71,,,,,0,approved,2025,FP202500001978,"XX供应商7176",2025-05-24,E1,D009,"财务管理部",191300.0
R003654,E0027,D007,2025-06-19,2025-06-22,office_supplies,289.0,,,,,0,approved,2025,FP202500003654,"XX供应商6851",2025-06-19,D1,D007,"信息技术部",301500.0
R002051,E0065,D006,2025-05-13,2025-06-23,office_supplies,184.57,,,,,0,approved,2025,FP202500002051,"XX供应商2133",2025-05-13,E1,D006,"运营管理部",340961.75
R002142,E0047,D009,2025-06-08,2025-06-23,office_supplies,453.39,,,,,0,approved,2025,FP202500002142,"XX供应商1270",2025-06-08,E1,D009,"财务管理部",191300.0
R002584,E0028,D009,2025-05-06,2025-06-23,office_supplies,183.86,,,,,0,approved,2025,FP202500002584,"XX供应商4342",2025-05-06,E1,D009,"财务管理部",191300.0
R001367,E0076,D006,2025-05-12,2025-06-24,office_supplies,157.91,,,,,0,approved,2025,FP202500001367,"XX供应商2740",2025-05-12,E1,D006,"运营管理部",340961.75
R000101,E0040,D001,2025-06-23,2025-06-25,office_supplies,175.24,,,,,0,approved,2025,FP202500000101,"XX供应商9062",2025-06-23,D1,D001,"投资银行部",230395.17
R001865,E0072,D005,2025-05-08,2025-06-27,office_supplies,468.11,,,,,0,approved,2025,FP202500001865,"XX供应商9950",2025-05-08,M1,D005,"机构业务部",278540.94
R002799,E0016,D008,2025-05-05,2025-06-27,office_supplies,448.07,,,,,0,approved,2025,FP202500002799,"XX供应商7637",2025-05-05,M1,D008,"合规风控部",381600.0
R000212,E0018,D005,2025-06-20,2025-06-29,office_supplies,368.99,,,,,0,approved,2025,FP202500000212,"XX供应商9897",2025-06-20,M1,D005,"机构业务部",278540.94
R000713,E0062,D004,2025-06-14,2025-06-29,office_supplies,381.89,,,,,0,approved,2025,FP202500000713,"XX供应商4182",2025-06-14,E1,D004,"研究所",264890.39
R003926,E0069,D002,2025-05-09,2025-06-29,office_supplies,278.77,,,,,0,approved,2025,FP202500003926,"XX供应商4941",2025-05-09,M1,D002,"固定收益部",107785.42
R001345,E0029,D003,2025-06-03,2025-07-01,office_supplies,161.73,,,,,0,approved,2025,FP202500001345,"XX供应商7922",2025-06-03,M1,D003,"财富管理部",109772.07
R002987,E0018,D005,2025-05-16,2025-07-01,office_supplies,409.97,,,,,0,approved,2025,FP202500002987,"XX供应商9836",2025-05-16,M1,D005,"机构业务部",278540.94
R003410,E0062,D004,2025-06-29,2025-07-01,office_supplies,375.69,,,,,0,approved,2025,FP202500003410,"XX供应商1771",2025-06-29,E1,D004,"研究所",264890.39
R003678,E0077,D004,2025-06-30,2025-07-01,office_supplies,472.38,,,,,0,approved,2025,FP202500003678,"XX供应商5654",2025-06-30,E1,D004,"研究所",264890.39
R000742,E0019,D006,2025-05-06,2025-07-02,office_supplies,198.67,,,,,0,approved,2025,FP202500000742,"XX供应商2638",2025-05-06,M1,D006,"运营管理部",340961.75
R001455,E0022,D007,2025-05-03,2025-07-02,office_supplies,280.05,,,,,0,approved,2025,FP202500001455,"XX供应商9453",2025-05-03,D1,D007,"信息技术部",301500.0
R001608,E0044,D006,2025-06-30,2025-07-03,office_supplies,466.85,,,,,0,approved,2025,FP202500001608,"XX供应商3026",2025-06-30,D1,D006,"运营管理部",340961.75
R002582,E0024,D006,2025-06-01,2025-07-03,office_supplies,419.42,,,,,0,approved,2025,FP202500002582,"XX供应商3499",2025-06-01,E1,D006,"运营管理部",340961.75
R000976,E0036,D010,2025-05-22,2025-07-04,office_supplies,389.02,,,,,0,approved,2025,FP202500000976,"XX供应商7977",2025-05-22,E1,D010,"人力资源部",164500.0
R001592,E0045,D001,2025-06-16,2025-07-04,office_supplies,248.47,,,,,0,approved,2025,FP202500001592,"XX供应商4602",2025-06-16,E1,D001,"投资银行部",230395.17
R001689,E0075,D007,2025-05-09,2025-07-05,office_supplies,391.58,,,,,0,approved,2025,FP202500001689,"XX供应商7444",2025-05-09,D1,D007,"信息技术部",301500.0
R002317,E0014,D009,2025-06-11,2025-07-05,office_supplies,232.13,,,,,0,approved,2025,FP202500002317,"XX供应商5223",2025-06-11,M1,D009,"财务管理部",191300.0
R003385,E0026,D004,2025-05-26,2025-07-05,office_supplies,486.83,,,,,0,approved,2025,FP202500003385,"XX供应商5416",2025-05-26,E1,D004,"研究所",264890.39
R000123,E0073,D004,2025-05-26,2025-07-07,office_supplies,218.01,,,,,0,approved,2025,FP202500000123,"XX供应商4891",2025-05-26,E1,D004,"研究所",264890.39
R000193,E0072,D005,2025-06-05,2025-07-07,office_supplies,359.21,,,,,0,approved,2025,FP202500000193,"XX供应商8905",2025-06-05,M1,D005,"机构业务部",278540.94
R001292,E0049,D006,2025-05-13,2025-07-07,office_supplies,225.93,,,,,0,approved,2025,FP202500001292,"XX供应商7061",2025-05-13,E1,D006,"运营管理部",340961.75
R001329,E0066,D003,2025-07-02,2025-07-07,office_supplies,142.14,,,,,0,approved,2025,FP202500001329,"XX供应商8802",2025-07-02,M1,D003,"财富管理部",109772.07
R004020,E0078,D006,2025-06-15,2025-07-07,office_supplies,179.15,,,,,0,approved,2025,FP202500004020,"XX供应商9933",2025-06-15,E1,D006,"运营管理部",340961.75
